"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"glmnet",0.05,6000,1000,233,10,0.0368852409944078,1,0
"two-step",0.05,6000,1000,234,10,0.272166072378026,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,234,10,0.493023173466206,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,234,10,0.0224358840637161,NA,NA
"glmnet",0.05,6000,1000,234,10,0.039130986058909,1,0
"two-step",0.05,6000,1000,235,10,0.171830481985536,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,235,10,0.222316192558951,1,0
"two-step oracle",0.05,6000,1000,235,10,0.0120743510102369,NA,NA
"glmnet",0.05,6000,1000,235,10,0.0299884936962334,1,0
"two-step",0.05,6000,1000,239,10,0.245210730679815,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,239,10,0.326969214447167,0.9,0
"two-step oracle",0.05,6000,1000,239,10,0.0116864595906243,NA,NA
"glmnet",0.05,6000,1000,239,10,0.0349052295380434,1,0
"two-step",0.05,6000,1000,23,10,0.0989131443351228,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,23,10,0.293393499150325,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,23,10,0.0286689438412941,NA,NA
"glmnet",0.05,6000,1000,23,10,0.0353206046866004,1,0
"two-step",0.05,6000,1000,240,10,0.0996007167436209,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,240,10,0.33284616140659,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,240,10,0.0169801402223842,NA,NA
"glmnet",0.05,6000,1000,240,10,0.0357436962029538,1,0
"two-step",0.05,6000,1000,241,10,0.155121886399169,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,6000,1000,241,10,0.470456825899874,1,0.0212121212121212
"two-step oracle",0.05,6000,1000,241,10,0.0154719303985035,NA,NA
"glmnet",0.05,6000,1000,241,10,0.0340536735358123,1,0
"two-step",0.05,6000,1000,242,10,0.10804158157925,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,242,10,0.178112293201093,1,0
"two-step oracle",0.05,6000,1000,242,10,0.0123390665707446,NA,NA
"glmnet",0.05,6000,1000,242,10,0.0291557282273498,1,0
"two-step",0.05,6000,1000,243,10,0.216750615721826,1,0.0313131313131313
"two-step+Adaptive Lasso",0.05,6000,1000,243,10,0.509940517500954,1,0.0303030303030303
"two-step oracle",0.05,6000,1000,243,10,0.0195123911680443,NA,NA
"glmnet",0.05,6000,1000,243,10,0.0324520714665852,1,0
"two-step",0.05,6000,1000,244,10,0.189057701700124,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,6000,1000,244,10,0.479254856671366,1,0.0151515151515152
"two-step oracle",0.05,6000,1000,244,10,0.0239765066896713,NA,NA
"glmnet",0.05,6000,1000,244,10,0.039574382741151,1,0
"two-step",0.05,6000,1000,245,10,0.176080003150196,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,245,10,0.400644525919728,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,245,10,0.0179102429738454,NA,NA
"glmnet",0.05,6000,1000,245,10,0.0271608722030783,1,0
"two-step",0.05,6000,1000,246,10,0.174404250026283,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,246,10,0.424836973901157,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,246,10,0.01877980480663,NA,NA
"glmnet",0.05,6000,1000,246,10,0.0276854134071488,1,0
"two-step",0.05,6000,1000,247,10,0.164161816426202,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,6000,1000,247,10,0.443027969860607,1,0.0161616161616162
"two-step oracle",0.05,6000,1000,247,10,0.0254275249190221,NA,NA
"glmnet",0.05,6000,1000,247,10,0.0373626056711631,1,0
"two-step",0.05,6000,1000,248,10,0.17230258297079,1,0.0353535353535354
"two-step+Adaptive Lasso",0.05,6000,1000,248,10,0.486551470042392,1,0.0323232323232323
"two-step oracle",0.05,6000,1000,248,10,0.0278504818622197,NA,NA
"glmnet",0.05,6000,1000,248,10,0.0420437384552894,1,0
"two-step",0.05,6000,1000,24,10,0.128196924842762,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,24,10,0.186476063022936,1,0
"two-step oracle",0.05,6000,1000,24,10,0.0141475422788476,NA,NA
"glmnet",0.05,6000,1000,24,10,0.0328054224389396,1,0
"two-step",0.05,6000,1000,251,10,0.261295174947828,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,6000,1000,251,10,0.526807047052167,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,251,10,0.0100897687267841,NA,NA
"glmnet",0.05,6000,1000,251,10,0.0305305204354767,1,0
"two-step",0.05,6000,1000,258,10,0.130080571127268,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,258,10,0.191117492566157,1,0
"two-step oracle",0.05,6000,1000,258,10,0.019234577560647,NA,NA
"glmnet",0.05,6000,1000,258,10,0.0364895396238824,1,0
"two-step",0.05,6000,1000,25,10,0.14009351139137,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,6000,1000,25,10,0.338025152184519,1,0.0121212121212121
"two-step oracle",0.05,6000,1000,25,10,0.0209918797068574,NA,NA
"glmnet",0.05,6000,1000,25,10,0.0317230739385904,1,0
"two-step",0.05,6000,1000,260,10,0.202151236634706,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,260,10,0.400866862970382,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,260,10,0.0186537239693694,NA,NA
"glmnet",0.05,6000,1000,260,10,0.0303937568875355,1,0
"two-step",0.05,6000,1000,261,10,0.151334851603716,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,261,10,0.190965104554042,1,0
"two-step oracle",0.05,6000,1000,261,10,0.0230039608068896,NA,NA
"glmnet",0.05,6000,1000,261,10,0.041271276717772,1,0
"two-step",0.05,6000,1000,262,10,0.154774402236876,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,6000,1000,262,10,0.421774642201028,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,262,10,0.0198880321717514,NA,NA
"glmnet",0.05,6000,1000,262,10,0.0346041270211658,1,0
"two-step",0.05,6000,1000,263,10,0.175076289866543,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,263,10,0.403982053965008,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,263,10,0.0177510690085723,NA,NA
"glmnet",0.05,6000,1000,263,10,0.0355934876873272,1,0
"two-step",0.05,6000,1000,264,10,0.224958332759476,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,264,10,0.288860874383304,1,0.00202020202020202
"two-step oracle",0.05,6000,1000,264,10,0.0187559104201215,NA,NA
"glmnet",0.05,6000,1000,264,10,0.0343776784405609,1,0
"two-step",0.05,6000,1000,26,10,0.209996160243859,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,6000,1000,26,10,0.361480059143019,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,26,10,0.0131520984321068,NA,NA
"glmnet",0.05,6000,1000,26,10,0.028327128686291,1,0
"two-step",0.05,6000,1000,270,10,0.196259393563726,1,0.0252525252525253
"two-step+Adaptive Lasso",0.05,6000,1000,270,10,0.5163738460083,1,0.0242424242424242
"two-step oracle",0.05,6000,1000,270,10,0.0143624761386481,NA,NA
"glmnet",0.05,6000,1000,270,10,0.0320750899923911,1,0
"two-step",0.05,6000,1000,271,10,0.14134250338638,1,0
"two-step+Adaptive Lasso",0.05,6000,1000,271,10,0.20601107160402,1,0
"two-step oracle",0.05,6000,1000,271,10,0.00996738726870681,NA,NA
"glmnet",0.05,6000,1000,271,10,0.0293184322684426,1,0
"two-step",0.05,6000,1000,272,10,0.175921926439259,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,272,10,0.360985955475041,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,272,10,0.0181797390756707,NA,NA
"glmnet",0.05,6000,1000,272,10,0.0348513247200845,1,0
"two-step",0.05,6000,1000,273,10,0.167979001539846,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,273,10,0.239243522508154,1,0
"two-step oracle",0.05,6000,1000,273,10,0.016518359857064,NA,NA
"glmnet",0.05,6000,1000,273,10,0.0271154103890276,1,0
"two-step",0.05,6000,1000,274,10,0.19354041713525,1,0.0353535353535354
"two-step+Adaptive Lasso",0.05,6000,1000,274,10,0.606618766765753,1,0.0333333333333333
"two-step oracle",0.05,6000,1000,274,10,0.0081524594487756,NA,NA
"glmnet",0.05,6000,1000,274,10,0.0271718704948207,1,0
"two-step",0.05,6000,1000,278,10,0.240411516543683,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,6000,1000,278,10,0.509528285993085,1,0.0161616161616162
"two-step oracle",0.05,6000,1000,278,10,0.0165723095650377,NA,NA
"glmnet",0.05,6000,1000,278,10,0.0269274579630383,1,0
"two-step",0.05,6000,1000,279,10,0.186518288774114,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,279,10,0.362618858467875,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,279,10,0.0122299903426507,NA,NA
"glmnet",0.05,6000,1000,279,10,0.0251124704271592,1,0
"two-step",0.05,6000,1000,27,10,0.107082808357228,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,27,10,0.232316464607762,1,0.00202020202020202
"two-step oracle",0.05,6000,1000,27,10,0.0155299758167638,NA,NA
"glmnet",0.05,6000,1000,27,10,0.0301987882074818,1,0
"two-step",0.05,6000,1000,280,10,0.110434374594674,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,280,10,0.289046380888999,1,0.00505050505050505
"two-step oracle",0.05,6000,1000,280,10,0.0161937498502352,NA,NA
"glmnet",0.05,6000,1000,280,10,0.0386127519436522,1,0
"two-step",0.05,6000,1000,282,10,0.217376798589009,1,0.0262626262626263
"two-step+Adaptive Lasso",0.05,6000,1000,282,10,0.501287882434082,1,0.0242424242424242
"two-step oracle",0.05,6000,1000,282,10,0.013603164202006,NA,NA
"glmnet",0.05,6000,1000,282,10,0.0321153658419277,1,0
"two-step",0.05,6000,1000,283,10,0.1782389753426,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,283,10,0.366066731063115,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,283,10,0.0165566649745043,NA,NA
"glmnet",0.05,6000,1000,283,10,0.034290318062781,1,0
"two-step",0.05,6000,1000,286,10,0.276914142744307,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,286,10,0.365265210711552,1,0.00101010101010101
"two-step oracle",0.05,6000,1000,286,10,0.0146471462249767,NA,NA
"glmnet",0.05,6000,1000,286,10,0.0328638580401561,1,0
"two-step",0.05,6000,1000,287,10,0.190656188503555,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,287,10,0.229358281384945,1,0
"two-step oracle",0.05,6000,1000,287,10,0.0177107854532423,NA,NA
"glmnet",0.05,6000,1000,287,10,0.0326623440664348,1,0
"two-step",0.05,6000,1000,288,10,0.165838298592871,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,288,10,0.332089350709746,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,288,10,0.0137591001093492,NA,NA
"glmnet",0.05,6000,1000,288,10,0.0301527579714288,1,0
"two-step",0.05,6000,1000,289,10,0.164061324162099,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,289,10,0.389843200180946,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,289,10,0.0199315034345109,NA,NA
"glmnet",0.05,6000,1000,289,10,0.0371683641139847,1,0
"two-step",0.05,6000,1000,28,10,0.129321287300986,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,28,10,0.334596436003138,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,28,10,0.0177617234102214,NA,NA
"glmnet",0.05,6000,1000,28,10,0.0324286498302815,1,0
"two-step",0.05,6000,1000,292,10,0.104474128322179,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,292,10,0.250765447825852,1,0.00303030303030303
"two-step oracle",0.05,6000,1000,292,10,0.0305507785604965,NA,NA
"glmnet",0.05,6000,1000,292,10,0.0383447473757888,1,0
"two-step",0.05,6000,1000,293,10,0.102980257310886,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,293,10,0.287806325012404,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,293,10,0.0139581186932969,NA,NA
"glmnet",0.05,6000,1000,293,10,0.033325404318846,1,0
"two-step",0.05,6000,1000,298,10,0.137423431935873,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,6000,1000,298,10,0.284378467536383,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,298,10,0.0233972049777625,NA,NA
"glmnet",0.05,6000,1000,298,10,0.0366829437655249,1,0
"two-step",0.05,6000,1000,299,10,0.186292055145566,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,299,10,0.279476990750905,1,0.00101010101010101
"two-step oracle",0.05,6000,1000,299,10,0.0193128678368702,NA,NA
"glmnet",0.05,6000,1000,299,10,0.0332737520404442,1,0
"two-step",0.05,6000,1000,29,10,0.178087307303292,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,6000,1000,29,10,0.431759496238902,1,0.0101010101010101
"two-step oracle",0.05,6000,1000,29,10,0.0245695327387732,NA,NA
"glmnet",0.05,6000,1000,29,10,0.03455781758984,1,0
"two-step",0.05,6000,1000,2,10,0.149430732457104,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,6000,1000,2,10,0.366750182477,1,0.0111111111111111
"two-step oracle",0.05,6000,1000,2,10,0.0226937720276703,NA,NA
"glmnet",0.05,6000,1000,2,10,0.0340212146321291,1,0
"two-step",0.05,6000,1000,301,10,0.185080028334855,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,6000,1000,301,10,0.464452908690799,1,0.0191919191919192
"two-step oracle",0.05,6000,1000,301,10,0.0164290768470482,NA,NA
"glmnet",0.05,6000,1000,301,10,0.0354385185258127,1,0
"two-step",0.05,6000,1000,302,10,0.171786952928396,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,302,10,0.357658939440031,1,0.00505050505050505
"two-step oracle",0.05,6000,1000,302,10,0.0160795242426217,NA,NA
"glmnet",0.05,6000,1000,302,10,0.0347846094689696,1,0
"two-step",0.05,6000,1000,303,10,0.182384484931135,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,303,10,0.285848825689948,1,0.00303030303030303
"two-step oracle",0.05,6000,1000,303,10,0.0152671607747086,NA,NA
"glmnet",0.05,6000,1000,303,10,0.0324252071726393,1,0
"two-step",0.05,6000,1000,304,10,0.272259382199515,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,6000,1000,304,10,0.419182940877363,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,304,10,0.0158573999385947,NA,NA
"glmnet",0.05,6000,1000,304,10,0.023369736117322,1,0
"two-step",0.05,6000,1000,305,10,0.143174968372822,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,305,10,0.276023938797462,1,0.00404040404040404
"two-step oracle",0.05,6000,1000,305,10,0.0124204350945333,NA,NA
"glmnet",0.05,6000,1000,305,10,0.0335276532185017,1,0
"two-step",0.05,6000,1000,306,10,0.164349144138872,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,6000,1000,306,10,0.43097203528516,1,0.0131313131313131
"two-step oracle",0.05,6000,1000,306,10,0.0150004395527258,NA,NA
"glmnet",0.05,6000,1000,306,10,0.0305361358770529,1,0
"two-step",0.05,6000,1000,307,10,0.123720254806515,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,307,10,0.275949949936416,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,307,10,0.0185112816301513,NA,NA
"glmnet",0.05,6000,1000,307,10,0.0321054407065577,1,0
"two-step",0.05,6000,1000,308,10,0.195248141595548,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,308,10,0.386527612067157,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,308,10,0.0227858450413432,NA,NA
"glmnet",0.05,6000,1000,308,10,0.0351471811337044,1,0
"two-step",0.05,6000,1000,309,10,0.109128315102752,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,309,10,0.17926491609307,1,0
"two-step oracle",0.05,6000,1000,309,10,0.0244001332156195,NA,NA
"glmnet",0.05,6000,1000,309,10,0.0429353475152488,1,0
"two-step",0.05,6000,1000,30,10,0.22538051839169,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,30,10,0.261461163727023,1,0
"two-step oracle",0.05,6000,1000,30,10,0.0211507582748871,NA,NA
"glmnet",0.05,6000,1000,30,10,0.041002677310287,1,0
"two-step",0.05,6000,1000,313,10,0.198701251775932,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,313,10,0.424892942218382,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,313,10,0.00804513923502521,NA,NA
"glmnet",0.05,6000,1000,313,10,0.0232250987529712,1,0
"two-step",0.05,6000,1000,314,10,0.201499470813862,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,314,10,0.246885980678432,1,0
"two-step oracle",0.05,6000,1000,314,10,0.0199326135521215,NA,NA
"glmnet",0.05,6000,1000,314,10,0.0340893444182313,1,0
"two-step",0.05,6000,1000,315,10,0.144290535653592,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,6000,1000,315,10,0.38190324258832,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,315,10,0.0187743307224207,NA,NA
"glmnet",0.05,6000,1000,315,10,0.0327289156492964,1,0
"two-step",0.05,6000,1000,317,10,0.225253394808085,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,317,10,0.402753997589274,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,317,10,0.0246452208996911,NA,NA
"glmnet",0.05,6000,1000,317,10,0.0349111509450672,1,0
"two-step",0.05,6000,1000,319,10,0.192048707953056,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,6000,1000,319,10,0.518749992296552,1,0.0262626262626263
"two-step oracle",0.05,6000,1000,319,10,0.0159805733921409,NA,NA
"glmnet",0.05,6000,1000,319,10,0.0265331003271789,1,0
"two-step",0.05,6000,1000,31,10,0.233555336042326,1,0.0222222222222222
"two-step+Adaptive Lasso",0.05,6000,1000,31,10,0.462885111260982,1,0.0212121212121212
"two-step oracle",0.05,6000,1000,31,10,0.0223820474221334,NA,NA
"glmnet",0.05,6000,1000,31,10,0.0381743356270903,1,0
"two-step",0.05,6000,1000,320,10,0.138740693861546,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,320,10,0.364817593943837,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,320,10,0.0234669094465429,NA,NA
"glmnet",0.05,6000,1000,320,10,0.0316769416289311,1,0
"two-step",0.05,6000,1000,322,10,0.173210019517124,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,6000,1000,322,10,0.405173039116063,1,0.0121212121212121
"two-step oracle",0.05,6000,1000,322,10,0.0160494805024679,NA,NA
"glmnet",0.05,6000,1000,322,10,0.0306724677211732,1,0
"two-step",0.05,6000,1000,323,10,0.171071361839694,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,323,10,0.26249852374321,1,0
"two-step oracle",0.05,6000,1000,323,10,0.0143571451919666,NA,NA
"glmnet",0.05,6000,1000,323,10,0.0311396954823893,1,0
"two-step",0.05,6000,1000,324,10,0.217316658197689,1,0.0282828282828283
"two-step+Adaptive Lasso",0.05,6000,1000,324,10,0.566768250287478,1,0.0282828282828283
"two-step oracle",0.05,6000,1000,324,10,0.0179317081311347,NA,NA
"glmnet",0.05,6000,1000,324,10,0.0341351053160746,1,0
"two-step",0.05,6000,1000,325,10,0.248473915535044,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,325,10,0.304527097136204,1,0
"two-step oracle",0.05,6000,1000,325,10,0.0145046643337632,NA,NA
"glmnet",0.05,6000,1000,325,10,0.0338033748000537,1,0
"two-step",0.05,6000,1000,326,10,0.154242489091858,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,6000,1000,326,10,0.436867592753781,1,0.0131313131313131
"two-step oracle",0.05,6000,1000,326,10,0.0142105626209847,NA,NA
"glmnet",0.05,6000,1000,326,10,0.0301448428148985,1,0
"two-step",0.05,6000,1000,327,10,0.143824761167727,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,6000,1000,327,10,0.376133022005081,1,0.0101010101010101
"two-step oracle",0.05,6000,1000,327,10,0.0219524064650071,NA,NA
"glmnet",0.05,6000,1000,327,10,0.0314442522949112,1,0
"two-step",0.05,6000,1000,328,10,0.101809536432492,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,6000,1000,328,10,0.35916290076962,1,0.0131313131313131
"two-step oracle",0.05,6000,1000,328,10,0.0239672881549086,NA,NA
"glmnet",0.05,6000,1000,328,10,0.0397410361116077,1,0
"two-step",0.05,6000,1000,32,10,0.236879870443615,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,32,10,0.310046944847867,1,0
"two-step oracle",0.05,6000,1000,32,10,0.0142553845985549,NA,NA
"glmnet",0.05,6000,1000,32,10,0.02815866932224,1,0
"two-step",0.05,6000,1000,330,10,0.156150059849125,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,330,10,0.283416979116203,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,330,10,0.0187795154073385,NA,NA
"glmnet",0.05,6000,1000,330,10,0.0363165567666409,1,0
"two-step",0.05,6000,1000,331,10,0.102586228791044,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,331,10,0.307101970789441,1,0.00505050505050505
"two-step oracle",0.05,6000,1000,331,10,0.018213692255588,NA,NA
"glmnet",0.05,6000,1000,331,10,0.030439681564799,1,0
"two-step",0.05,6000,1000,332,10,0.124166750625779,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,6000,1000,332,10,0.382347673608589,1,0.0151515151515152
"two-step oracle",0.05,6000,1000,332,10,0.0178396480991492,NA,NA
"glmnet",0.05,6000,1000,332,10,0.0339105478478345,1,0
"two-step",0.05,6000,1000,334,10,0.0921813436896973,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,6000,1000,334,10,0.344269983962933,1,0.0121212121212121
"two-step oracle",0.05,6000,1000,334,10,0.0179817243393355,NA,NA
"glmnet",0.05,6000,1000,334,10,0.0311667002400368,1,0
"two-step",0.05,6000,1000,336,10,0.156718949004039,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,336,10,0.339003623834361,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,336,10,0.0163966451343604,NA,NA
"glmnet",0.05,6000,1000,336,10,0.0302845095340054,1,0
"two-step",0.05,6000,1000,337,10,0.195593442892814,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,337,10,0.328734744275387,1,0.00404040404040404
"two-step oracle",0.05,6000,1000,337,10,0.0153353963738266,NA,NA
"glmnet",0.05,6000,1000,337,10,0.0340582149815592,1,0
"two-step",0.05,6000,1000,338,10,0.192846196166586,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,6000,1000,338,10,0.402370111900923,1,0.0111111111111111
"two-step oracle",0.05,6000,1000,338,10,0.0183580298047565,NA,NA
"glmnet",0.05,6000,1000,338,10,0.0353872249614178,1,0
"two-step",0.05,6000,1000,339,10,0.0814358513397107,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,339,10,0.160453102358765,1,0
"two-step oracle",0.05,6000,1000,339,10,0.0216924247896528,NA,NA
"glmnet",0.05,6000,1000,339,10,0.0376711568315524,1,0
"two-step",0.05,6000,1000,33,10,0.185226025281669,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,33,10,0.253848613547872,1,0
"two-step oracle",0.05,6000,1000,33,10,0.0168723629111208,NA,NA
"glmnet",0.05,6000,1000,33,10,0.0376614111796004,1,0
"two-step",0.05,6000,1000,340,10,0.116943669899362,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,340,10,0.331185635609722,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,340,10,0.0241862144590503,NA,NA
"glmnet",0.05,6000,1000,340,10,0.0311483519726856,1,0
"two-step",0.05,6000,1000,341,10,0.111443922753899,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,341,10,0.169603338892279,1,0
"two-step oracle",0.05,6000,1000,341,10,0.0221133590437787,NA,NA
"glmnet",0.05,6000,1000,341,10,0.035753524084805,1,0
"two-step",0.05,6000,1000,342,10,0.206192332979127,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,342,10,0.350803466566126,1,0.00505050505050505
"two-step oracle",0.05,6000,1000,342,10,0.0177832283420718,NA,NA
"glmnet",0.05,6000,1000,342,10,0.0361575972329389,1,0
"two-step",0.05,6000,1000,343,10,0.17449815402086,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,343,10,0.379706356541421,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,343,10,0.0273472040616703,NA,NA
"glmnet",0.05,6000,1000,343,10,0.030600016906726,1,0
"two-step",0.05,6000,1000,344,10,0.13791994111777,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,344,10,0.424620411332075,1,0.0101010101010101
"two-step oracle",0.05,6000,1000,344,10,0.0159729451873017,NA,NA
"glmnet",0.05,6000,1000,344,10,0.032106045140511,1,0
"two-step",0.05,6000,1000,345,10,0.163592561189399,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,345,10,0.321937639190732,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,345,10,0.0180347877943808,NA,NA
"glmnet",0.05,6000,1000,345,10,0.036544502997438,1,0
"two-step",0.05,6000,1000,346,10,0.144511065009939,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,346,10,0.249418822970338,1,0.00404040404040404
"two-step oracle",0.05,6000,1000,346,10,0.0212951171567151,NA,NA
"glmnet",0.05,6000,1000,346,10,0.0413480439043331,1,0
"two-step",0.05,6000,1000,347,10,0.189825208018562,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,347,10,0.353074027569173,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,347,10,0.0180068148342124,NA,NA
"glmnet",0.05,6000,1000,347,10,0.0260261146720943,1,0
"two-step",0.05,6000,1000,348,10,0.23774905489709,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,6000,1000,348,10,0.494498145534338,1,0.0131313131313131
"two-step oracle",0.05,6000,1000,348,10,0.0139986217584067,NA,NA
"glmnet",0.05,6000,1000,348,10,0.0282717873066519,1,0
"two-step",0.05,6000,1000,349,10,0.153574952692006,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,349,10,0.193769936746793,1,0
"two-step oracle",0.05,6000,1000,349,10,0.0279578993680808,NA,NA
"glmnet",0.05,6000,1000,349,10,0.0419871843700355,1,0
"two-step",0.05,6000,1000,34,10,0.223791626140189,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,34,10,0.352947664802891,1,0.00303030303030303
"two-step oracle",0.05,6000,1000,34,10,0.0261537393035403,NA,NA
"glmnet",0.05,6000,1000,34,10,0.0398997592320402,1,0
"two-step",0.05,6000,1000,350,10,0.16805007420157,1,0.00606060606060606
