"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step",0.2,2500,1000,491,10,0.2,0.70163874382643,0.171917239879701,0.4,0.0121212121212121
"two-step+refitted",0.2,2500,1000,491,10,0.2,0.590274727748391,1.20607596869326,0.4,0.0121212121212121
"two-step oracle",0.2,2500,1000,491,10,0.2,0.491781711719163,0,NA,NA
"two-step",0.2,2500,1000,491,10,0.4,0.366504300052008,0.164431992456817,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,491,10,0.4,0.201299249255595,0.745806664843863,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,491,10,0.4,0.199082111668656,0,NA,NA
"two-step",0.2,2500,1000,491,10,0.6,0.202828576856876,0.0878258013758877,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,491,10,0.6,0.110622120363502,0.409853575520226,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,491,10,0.6,0.109403910810726,0,NA,NA
"two-step",0.2,2500,1000,491,10,0.8,0.140588562479717,0.056415602515338,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,491,10,0.8,0.0752047728029042,0.274120584976094,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,491,10,0.8,0.0747258502694647,0,NA,NA
"two-step",0.2,2500,1000,491,10,1,0.106686480245113,0.0425028926002169,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,491,10,1,0.056991143407084,0.207731937537228,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,491,10,1,0.0566282005017777,0,NA,NA
"two-step",0.2,2500,1000,492,10,0.2,0.994664312914051,0.022775049411372,0.1,0.00101010101010101
"two-step+refitted",0.2,2500,1000,492,10,0.2,1.05238237833301,0.465520231892807,0.1,0.00101010101010101
"two-step oracle",0.2,2500,1000,492,10,0.2,0.519422777483584,0,NA,NA
"two-step",0.2,2500,1000,492,10,0.4,0.48676787906338,0.0885637332877657,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,492,10,0.4,0.210329730972264,0.614028675511916,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,492,10,0.4,0.210271713904809,0,NA,NA
"two-step",0.2,2500,1000,492,10,0.6,0.254455565843689,0.0668273700260788,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,492,10,0.6,0.115475148258466,0.408664000595466,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,492,10,0.6,0.115553063212169,0,NA,NA
"two-step",0.2,2500,1000,492,10,0.8,0.177841535219697,0.0396629701881331,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,492,10,0.8,0.0776092741930743,0.262554504407606,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,492,10,0.8,0.0789258888076578,0,NA,NA
"two-step",0.2,2500,1000,492,10,1,0.137358623681022,0.0266056086517569,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,492,10,1,0.0597416491325748,0.180101189780742,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,492,10,1,0.0598110431673154,0,NA,NA
"two-step",0.2,2500,1000,493,10,0.2,0.516547980817938,0.496986998037999,0.5,0.0424242424242424
"two-step+refitted",0.2,2500,1000,493,10,0.2,0.466914329823414,2.17350520843268,0.5,0.0424242424242424
"two-step oracle",0.2,2500,1000,493,10,0.2,0.390649111831462,0,NA,NA
"two-step",0.2,2500,1000,493,10,0.4,0.258057324568404,0.214178435912396,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,493,10,0.4,0.189616211515374,0.890762449827984,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,493,10,0.4,0.158141810180416,0,NA,NA
"two-step",0.2,2500,1000,493,10,0.6,0.131922173202318,0.137624663582655,1,0.0575757575757576
"two-step+refitted",0.2,2500,1000,493,10,0.6,0.0999619736020462,0.524441452879427,1,0.0575757575757576
"two-step oracle",0.2,2500,1000,493,10,0.6,0.0869055102510721,0,NA,NA
"two-step",0.2,2500,1000,493,10,0.8,0.0923434534231319,0.0892964525203241,1,0.0575757575757576
"two-step+refitted",0.2,2500,1000,493,10,0.8,0.0682765084127261,0.358207312571614,1,0.0575757575757576
"two-step oracle",0.2,2500,1000,493,10,0.8,0.0593588300316626,0,NA,NA
"two-step",0.2,2500,1000,493,10,1,0.0712257333042403,0.065134496409242,1,0.0535353535353535
"two-step+refitted",0.2,2500,1000,493,10,1,0.0526328219538164,0.26591142132797,1,0.0535353535353535
"two-step oracle",0.2,2500,1000,493,10,1,0.0449828769624224,0,NA,NA
"two-step",0.2,2500,1000,494,10,0.2,0.94292848482223,0,0.1,0
"two-step+refitted",0.2,2500,1000,494,10,0.2,0.936324733696711,0,0.1,0
"two-step oracle",0.2,2500,1000,494,10,0.2,0.426997872424148,0,NA,NA
"two-step",0.2,2500,1000,494,10,0.4,0.440348216656639,0.072381708537427,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,494,10,0.4,0.170109882191089,0.507756145183878,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,494,10,0.4,0.172856444423395,0,NA,NA
"two-step",0.2,2500,1000,494,10,0.6,0.236559691591625,0.0456766104375026,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,494,10,0.6,0.0947424521783343,0.330700066463834,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,494,10,0.6,0.0949918145344536,0,NA,NA
"two-step",0.2,2500,1000,494,10,0.8,0.164603740700286,0.0279075562534338,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,494,10,0.8,0.0651377656115802,0.199636979517606,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,494,10,0.8,0.0648819960559444,0,NA,NA
"two-step",0.2,2500,1000,494,10,1,0.124952334687288,0.0208949501579391,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,494,10,1,0.0483871290367673,0.144429333473592,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,494,10,1,0.0491684024786918,0,NA,NA
"two-step",0.2,2500,1000,495,10,0.2,0.790957740458587,0.0810569439325918,0.6,0.00303030303030303
"two-step+refitted",0.2,2500,1000,495,10,0.2,0.728680186437786,0.790044170179249,0.6,0.00303030303030303
"two-step oracle",0.2,2500,1000,495,10,0.2,0.591464923754038,0,NA,NA
"two-step",0.2,2500,1000,495,10,0.4,0.573914950695864,0.067983919438736,0.9,0.0141414141414141
"two-step+refitted",0.2,2500,1000,495,10,0.4,0.354709250197556,0.557066713591658,0.9,0.0141414141414141
"two-step oracle",0.2,2500,1000,495,10,0.4,0.239435674798205,0,NA,NA
"two-step",0.2,2500,1000,495,10,0.6,0.312976048980511,0.0418150908587756,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,495,10,0.6,0.150478506090513,0.34284912809498,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,495,10,0.6,0.131579874208527,0,NA,NA
"two-step",0.2,2500,1000,495,10,0.8,0.211423331472179,0.0313178615948053,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,495,10,0.8,0.101650330914574,0.243729247912916,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,495,10,0.8,0.0898726371454126,0,NA,NA
"two-step",0.2,2500,1000,495,10,1,0.153893776559569,0.0322347662621238,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,495,10,1,0.0794305818234518,0.205347434723902,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,495,10,1,0.0681066283962192,0,NA,NA
"two-step",0.2,2500,1000,496,10,0.2,0.938346149165462,0.112805542503406,0.1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,496,10,0.2,0.919865149469098,0.760980211923719,0.1,0.00303030303030303
"two-step oracle",0.2,2500,1000,496,10,0.2,0.254427390201396,0,NA,NA
"two-step",0.2,2500,1000,496,10,0.4,0.415430497839382,0.138260572073487,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,496,10,0.4,0.117169342214706,0.650690819771528,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,496,10,0.4,0.102996798987443,0,NA,NA
"two-step",0.2,2500,1000,496,10,0.6,0.229600428774588,0.0744516515948288,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,496,10,0.6,0.0648191223272744,0.352087705013517,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,496,10,0.6,0.0566010301767672,0,NA,NA
"two-step",0.2,2500,1000,496,10,0.8,0.152759266872361,0.0558049687403492,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,496,10,0.8,0.0445298027674895,0.263410508753887,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,496,10,0.8,0.0386600449174462,0,NA,NA
"two-step",0.2,2500,1000,496,10,1,0.117832398496006,0.0397277182189438,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,496,10,1,0.0334523859270369,0.187331733111463,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,496,10,1,0.0292970741329568,0,NA,NA
"two-step",0.2,2500,1000,497,10,0.2,1,0,0,0
"two-step+refitted",0.2,2500,1000,497,10,0.2,1,0,0,0
"two-step oracle",0.2,2500,1000,497,10,0.2,0.534354132216915,0,NA,NA
"two-step",0.2,2500,1000,497,10,0.4,0.573114505014869,0.222048611070732,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,497,10,0.4,0.315186156544783,0.895269765326069,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,497,10,0.4,0.216316195754275,0,NA,NA
"two-step",0.2,2500,1000,497,10,0.6,0.303998031529636,0.143420417781192,1,0.0565656565656566
"two-step+refitted",0.2,2500,1000,497,10,0.6,0.170342119952912,0.539947303046996,1,0.0565656565656566
"two-step oracle",0.2,2500,1000,497,10,0.6,0.118874757701009,0,NA,NA
"two-step",0.2,2500,1000,497,10,0.8,0.210852491426095,0.0915266624374983,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,497,10,0.8,0.115046042170355,0.357878773626445,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,497,10,0.8,0.0811946965968412,0,NA,NA
"two-step",0.2,2500,1000,497,10,1,0.160436691248277,0.0681057291475683,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,497,10,1,0.0871833177004206,0.271205076653791,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,497,10,1,0.0615303745890693,0,NA,NA
"two-step",0.2,2500,1000,498,10,0.2,0.754265540328398,0.22038344337394,0.4,0.0121212121212121
"two-step+refitted",0.2,2500,1000,498,10,0.2,0.555593205894929,1.27757592436251,0.4,0.0121212121212121
"two-step oracle",0.2,2500,1000,498,10,0.2,0.458658254472953,0,NA,NA
"two-step",0.2,2500,1000,498,10,0.4,0.318189763191592,0.235407825110801,1,0.0777777777777778
"two-step+refitted",0.2,2500,1000,498,10,0.4,0.172935741153541,1.00295948595396,1,0.0777777777777778
"two-step oracle",0.2,2500,1000,498,10,0.4,0.185673138424633,0,NA,NA
"two-step",0.2,2500,1000,498,10,0.6,0.184102361733398,0.107827686768257,1,0.0595959595959596
"two-step+refitted",0.2,2500,1000,498,10,0.6,0.0989067577127814,0.505036627664776,1,0.0595959595959596
"two-step oracle",0.2,2500,1000,498,10,0.6,0.102035121618388,0,NA,NA
"two-step",0.2,2500,1000,498,10,0.8,0.120223546211122,0.0864286760467215,1,0.0747474747474747
"two-step+refitted",0.2,2500,1000,498,10,0.8,0.0651755486023757,0.372299937108615,1,0.0747474747474747
"two-step oracle",0.2,2500,1000,498,10,0.8,0.0696927665910753,0,NA,NA
"two-step",0.2,2500,1000,498,10,1,0.0917116168206464,0.0639966965917075,1,0.0717171717171717
"two-step+refitted",0.2,2500,1000,498,10,1,0.051353424549422,0.276128161573755,1,0.0717171717171717
"two-step oracle",0.2,2500,1000,498,10,1,0.0528140656253637,0,NA,NA
"two-step",0.2,2500,1000,499,10,0.2,0.722687216058541,0.140780344058586,0.5,0.00808080808080808
"two-step+refitted",0.2,2500,1000,499,10,0.2,0.384754917270333,1.08097511426565,0.5,0.00808080808080808
"two-step oracle",0.2,2500,1000,499,10,0.2,0.303383231075497,0,NA,NA
"two-step",0.2,2500,1000,499,10,0.4,0.293299254849254,0.154524507098167,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,499,10,0.4,0.127847432789075,0.801291072656245,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,499,10,0.4,0.122815006837546,0,NA,NA
"two-step",0.2,2500,1000,499,10,0.6,0.162994877337776,0.0818811184524357,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,499,10,0.6,0.0682162911283671,0.433239920536646,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,499,10,0.6,0.0674919606872424,0,NA,NA
"two-step",0.2,2500,1000,499,10,0.8,0.108312855368301,0.0610800328426038,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,499,10,0.8,0.0483681463086052,0.313997931894759,1,0.0444444444444444
"two-step oracle",0.2,2500,1000,499,10,0.8,0.0460988470278076,0,NA,NA
"two-step",0.2,2500,1000,499,10,1,0.0841120662467688,0.0428046436216066,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,499,10,1,0.0352854231004345,0.225313823908691,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,499,10,1,0.0349342930589328,0,NA,NA
"two-step",0.2,2500,1000,49,10,0.2,1,2.29308576545268e-16,0,0.00101010101010101
"two-step+refitted",0.2,2500,1000,49,10,0.2,1,0.424427638914583,0,0.00101010101010101
"two-step oracle",0.2,2500,1000,49,10,0.2,0.393586221745359,0,NA,NA
"two-step",0.2,2500,1000,49,10,0.4,0.364628427423106,0.16839141189526,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,49,10,0.4,0.164810950698434,0.81768693608542,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,49,10,0.4,0.159330805277074,0,NA,NA
"two-step",0.2,2500,1000,49,10,0.6,0.212710800854195,0.0698210100252541,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,49,10,0.6,0.0883244620540562,0.415282403723467,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,49,10,0.6,0.0875589125704424,0,NA,NA
"two-step",0.2,2500,1000,49,10,0.8,0.136962822142061,0.0630049990213182,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,49,10,0.8,0.0618615179468598,0.306911608965547,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,49,10,0.8,0.0598051216086355,0,NA,NA
"two-step",0.2,2500,1000,49,10,1,0.103706078026088,0.0479231803447496,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,49,10,1,0.0468791691528132,0.232589539308798,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,49,10,1,0.0453210824001951,0,NA,NA
"two-step",0.2,2500,1000,4,10,0.2,0.805317365421913,0.165985011146702,0.3,0.00808080808080808
"two-step+refitted",0.2,2500,1000,4,10,0.2,0.699440885158023,1.07405113272897,0.3,0.00808080808080808
"two-step oracle",0.2,2500,1000,4,10,0.2,0.506824907895323,0,NA,NA
"two-step",0.2,2500,1000,4,10,0.4,0.338714101538701,0.196263263547472,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,4,10,0.4,0.255720730831962,0.83899285325601,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,4,10,0.4,0.205171868952486,0,NA,NA
"two-step",0.2,2500,1000,4,10,0.6,0.185871382924085,0.108503327949325,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,4,10,0.6,0.14052714508467,0.461058839198681,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,4,10,0.6,0.112750486036169,0,NA,NA
"two-step",0.2,2500,1000,4,10,0.8,0.125628174243469,0.0773605867520508,1,0.0515151515151515
"two-step+refitted",0.2,2500,1000,4,10,0.8,0.096160348304549,0.320131224216882,1,0.0515151515151515
"two-step oracle",0.2,2500,1000,4,10,0.8,0.0770116522792741,0,NA,NA
"two-step",0.2,2500,1000,4,10,1,0.0942410824841552,0.0612453792915824,1,0.0545454545454545
"two-step+refitted",0.2,2500,1000,4,10,1,0.0727936451208361,0.250207271422812,1,0.0545454545454545
"two-step oracle",0.2,2500,1000,4,10,1,0.0583604103602397,0,NA,NA
"two-step",0.2,2500,1000,500,10,0.2,0.853375772239046,0.139748553689025,0.4,0.00404040404040404
"two-step+refitted",0.2,2500,1000,500,10,0.2,0.828862247919358,0.972288890386441,0.4,0.00404040404040404
"two-step oracle",0.2,2500,1000,500,10,0.2,0.574208889036976,0,NA,NA
"two-step",0.2,2500,1000,500,10,0.4,0.495223185067407,0.0924182382043789,0.9,0.0171717171717172
"two-step+refitted",0.2,2500,1000,500,10,0.4,0.324714644755213,0.631474967432895,0.9,0.0171717171717172
"two-step oracle",0.2,2500,1000,500,10,0.4,0.23245012053981,0,NA,NA
"two-step",0.2,2500,1000,500,10,0.6,0.275026833399716,0.0565053708598475,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,500,10,0.6,0.126750455510556,0.350598972364744,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,500,10,0.6,0.127741021241559,0,NA,NA
"two-step",0.2,2500,1000,500,10,0.8,0.192832071563172,0.0334088584598972,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,500,10,0.8,0.0883293286270226,0.218894003641091,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,500,10,0.8,0.0872505960328922,0,NA,NA
"two-step",0.2,2500,1000,50,10,0.2,0.865527704017671,0.143672024056585,0.2,0.00505050505050505
"two-step+refitted",0.2,2500,1000,50,10,0.2,0.842069263567181,0.888323916249769,0.2,0.00505050505050505
"two-step oracle",0.2,2500,1000,50,10,0.2,0.673728989132184,0,NA,NA
"two-step",0.2,2500,1000,50,10,0.4,0.412063644105287,0.225703791117857,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,50,10,0.4,0.291137820848406,0.952940482504731,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,50,10,0.4,0.272737653012643,0,NA,NA
"two-step",0.2,2500,1000,50,10,0.6,0.221775356112641,0.135927337661165,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,50,10,0.6,0.156537013921908,0.535195638606873,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,50,10,0.6,0.149880698043752,0,NA,NA
"two-step",0.2,2500,1000,50,10,0.8,0.152848351274653,0.0893027850703248,1,0.0636363636363636
"two-step+refitted",0.2,2500,1000,50,10,0.8,0.107198601464246,0.360931647805429,1,0.0636363636363636
"two-step oracle",0.2,2500,1000,50,10,0.8,0.10237259817592,0,NA,NA
"two-step",0.2,2500,1000,50,10,1,0.117258089383778,0.0640761011193679,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,50,10,1,0.082813035413714,0.271060280937779,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,50,10,1,0.077579257974165,0,NA,NA
"two-step",0.2,2500,1000,51,10,0.2,0.925328815375714,0.232098803676396,0.1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,51,10,0.2,0.927749199188031,1.29192139670455,0.1,0.00808080808080808
"two-step oracle",0.2,2500,1000,51,10,0.2,0.45031894571534,0,NA,NA
"two-step",0.2,2500,1000,51,10,0.4,0.466196024096104,0.296628515417983,1,0.0777777777777778
"two-step+refitted",0.2,2500,1000,51,10,0.4,0.24074857527049,1.06074124315192,1,0.0777777777777778
"two-step oracle",0.2,2500,1000,51,10,0.4,0.182297235747165,0,NA,NA
"two-step",0.2,2500,1000,51,10,0.6,0.264853742579637,0.143296401133042,1,0.0626262626262626
"two-step+refitted",0.2,2500,1000,51,10,0.6,0.130167686951136,0.548478432008583,1,0.0626262626262626
"two-step oracle",0.2,2500,1000,51,10,0.6,0.100179922513174,0,NA,NA
"two-step",0.2,2500,1000,51,10,0.8,0.177777925324153,0.104782490027653,1,0.0686868686868687
"two-step+refitted",0.2,2500,1000,51,10,0.8,0.0879312628488245,0.386483511500019,1,0.0686868686868687
"two-step oracle",0.2,2500,1000,51,10,0.8,0.0684256150831519,0,NA,NA
"two-step",0.2,2500,1000,51,10,1,0.137083830811881,0.0741849121392608,1,0.0626262626262626
"two-step+refitted",0.2,2500,1000,51,10,1,0.0673756581540357,0.283896245212568,1,0.0626262626262626
"two-step oracle",0.2,2500,1000,51,10,1,0.0518538020833936,0,NA,NA
"two-step",0.2,2500,1000,52,10,0.2,0.610058570748528,0.612874253294827,0.5,0.0434343434343434
"two-step+refitted",0.2,2500,1000,52,10,0.2,0.408908830771673,2.38896107174555,0.5,0.0434343434343434
"two-step oracle",0.2,2500,1000,52,10,0.2,0.32850759523873,0,NA,NA
"two-step",0.2,2500,1000,52,10,0.4,0.374372042148427,0.275010367826016,1,0.0555555555555556
"two-step+refitted",0.2,2500,1000,52,10,0.4,0.13266209106146,1.03737206812203,1,0.0555555555555556
"two-step oracle",0.2,2500,1000,52,10,0.4,0.132985802848776,0,NA,NA
"two-step",0.2,2500,1000,52,10,0.6,0.201334830225196,0.158881612655432,1,0.0595959595959596
"two-step+refitted",0.2,2500,1000,52,10,0.6,0.0703578040207054,0.584179208813648,1,0.0595959595959596
"two-step oracle",0.2,2500,1000,52,10,0.6,0.0730812366415699,0,NA,NA
"two-step",0.2,2500,1000,52,10,0.8,0.143267721371341,0.0985767153577266,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,52,10,0.8,0.0505344932935539,0.374666533287416,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,52,10,0.8,0.0499164747065878,0,NA,NA
"two-step",0.2,2500,1000,52,10,1,0.110002459405587,0.0724064869122939,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,52,10,1,0.0363834468173597,0.277651616156507,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,52,10,1,0.0378273399075875,0,NA,NA
"two-step",0.2,2500,1000,53,10,0.2,0.803007302708686,0.120313596759439,0.4,0.00505050505050505
"two-step+refitted",0.2,2500,1000,53,10,0.2,0.937840660039494,0.977202139098742,0.4,0.00505050505050505
"two-step oracle",0.2,2500,1000,53,10,0.2,0.780184546765632,0,NA,NA
"two-step",0.2,2500,1000,53,10,0.4,0.48550904883779,0.149038150916261,0.9,0.0262626262626263
"two-step+refitted",0.2,2500,1000,53,10,0.4,0.376599066939052,0.695951899922285,0.9,0.0262626262626263
"two-step oracle",0.2,2500,1000,53,10,0.4,0.315832783855234,0,NA,NA
"two-step",0.2,2500,1000,53,10,0.6,0.288848256139581,0.081472640698086,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,53,10,0.6,0.188746924808843,0.379694982171137,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,53,10,0.6,0.17356326706796,0,NA,NA
"two-step",0.2,2500,1000,53,10,0.8,0.200909844160207,0.0507893488884701,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,53,10,0.8,0.128355554088776,0.244959462107562,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,53,10,0.8,0.118548437721191,0,NA,NA
"two-step",0.2,2500,1000,53,10,1,0.152991436929452,0.0375829838048599,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,53,10,1,0.0977555114496975,0.184003921484695,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,53,10,1,0.0898375150799881,0,NA,NA
"two-step",0.2,2500,1000,54,10,0.2,1,0,0,0
"two-step+refitted",0.2,2500,1000,54,10,0.2,1,0,0,0
"two-step oracle",0.2,2500,1000,54,10,0.2,0.358237945239317,0,NA,NA
"two-step",0.2,2500,1000,54,10,0.4,0.3728072300927,0.1539242391246,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,54,10,0.4,0.190846312201133,0.791958593544946,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,54,10,0.4,0.145021185047262,0,NA,NA
"two-step",0.2,2500,1000,54,10,0.6,0.199878390727984,0.0922812389417312,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,54,10,0.6,0.102744479037809,0.454575443074874,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,54,10,0.6,0.0796951803534363,0,NA,NA
"two-step",0.2,2500,1000,54,10,0.8,0.138096524283019,0.0605651038021562,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,54,10,0.8,0.0698574345807755,0.307174975863809,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,54,10,0.8,0.0544339783665703,0,NA,NA
"two-step",0.2,2500,1000,54,10,1,0.105088393314008,0.0452276276694233,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,54,10,1,0.0537206424178785,0.230469343758718,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,54,10,1,0.0412507616833504,0,NA,NA
"two-step",0.2,2500,1000,55,10,0.2,0.688128584476913,0.213986488365643,0.6,0.0212121212121212
"two-step+refitted",0.2,2500,1000,55,10,0.2,0.630423143192222,1.50662085492791,0.6,0.0212121212121212
"two-step oracle",0.2,2500,1000,55,10,0.2,0.660748368300198,0,NA,NA
"two-step",0.2,2500,1000,55,10,0.4,0.427528450769503,0.136371833692942,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,55,10,0.4,0.21913878209532,0.709606520597497,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,55,10,0.4,0.26748286344967,0,NA,NA
"two-step",0.2,2500,1000,55,10,0.6,0.233749403344873,0.0768566454827484,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,55,10,0.6,0.123648470031193,0.400500279916248,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,55,10,0.6,0.146992972351784,0,NA,NA
"two-step",0.2,2500,1000,55,10,0.8,0.162366475952026,0.0482194295132753,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,55,10,0.8,0.0829717567427795,0.257215017697436,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,55,10,0.8,0.100400202892439,0,NA,NA
"two-step",0.2,2500,1000,55,10,1,0.123422553133034,0.0359692412538892,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,55,10,1,0.062877008622284,0.194920385802247,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,55,10,1,0.0760845517221955,0,NA,NA
"two-step",0.2,2500,1000,56,10,0.2,0.833833842164152,0.278636395934796,0.4,0.0161616161616162
"two-step+refitted",0.2,2500,1000,56,10,0.2,0.716877394481739,1.5093801299013,0.4,0.0161616161616162
"two-step oracle",0.2,2500,1000,56,10,0.2,0.534671765236383,0,NA,NA
"two-step",0.2,2500,1000,56,10,0.4,0.427512554599249,0.15495658370361,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,56,10,0.4,0.22325860679937,0.735136360419014,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,56,10,0.4,0.216444779332608,0,NA,NA
"two-step",0.2,2500,1000,56,10,0.6,0.233995340115605,0.0863197846080066,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,56,10,0.6,0.122689942665547,0.403988037357031,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,56,10,0.6,0.118945419731955,0,NA,NA
"two-step",0.2,2500,1000,56,10,0.8,0.161265507702231,0.0571924305840143,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,56,10,0.8,0.0834647164657428,0.274511781752608,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,56,10,0.8,0.0812429606881803,0,NA,NA
"two-step",0.2,2500,1000,56,10,1,0.121952099725843,0.0436520088480955,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,56,10,1,0.063250652913685,0.208028654196097,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,56,10,1,0.0615669497318252,0,NA,NA
"two-step",0.2,2500,1000,57,10,0.2,0.753469242165294,0.172833359972806,0.5,0.0161616161616162
"two-step+refitted",0.2,2500,1000,57,10,0.2,0.670315443016861,1.37289568069523,0.5,0.0161616161616162
"two-step oracle",0.2,2500,1000,57,10,0.2,0.47834390287867,0,NA,NA
"two-step",0.2,2500,1000,57,10,0.4,0.423345992148589,0.130272294837202,0.9,0.0242424242424242
