"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.2,2500,1000,15,10,0.8,0.0711921590640698,0,NA,NA
"two-step",0.2,2500,1000,15,10,1,0.119845331054278,0.0477876830299132,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,15,10,1,0.062662547042545,0.194752019597613,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,15,10,1,0.0539503243268138,0,NA,NA
"two-step",0.2,2500,1000,160,10,0.2,0.947580834189009,0,0.1,0
"two-step+refitted",0.2,2500,1000,160,10,0.2,0.921632508088928,0,0.1,0
"two-step oracle",0.2,2500,1000,160,10,0.2,0.613514830324185,0,NA,NA
"two-step",0.2,2500,1000,160,10,0.4,0.426751691089232,0.180018055033923,1,0.0484848484848485
"two-step+refitted",0.2,2500,1000,160,10,0.4,0.257386140707445,0.873208875744046,1,0.0484848484848485
"two-step oracle",0.2,2500,1000,160,10,0.4,0.248361874893642,0,NA,NA
"two-step",0.2,2500,1000,160,10,0.6,0.236970928404669,0.0935495718228589,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,160,10,0.6,0.141140242172026,0.467475020656258,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,160,10,0.6,0.136485192877964,0,NA,NA
"two-step",0.2,2500,1000,160,10,0.8,0.160956425915614,0.0658332188066772,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,160,10,0.8,0.0974938368460785,0.325231255627507,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,160,10,0.8,0.0932231033737226,0,NA,NA
"two-step",0.2,2500,1000,160,10,1,0.121011422091193,0.052042775150961,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,160,10,1,0.0724667633689044,0.250761849741622,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,160,10,1,0.0706456543513179,0,NA,NA
"two-step",0.2,2500,1000,161,10,0.2,0.816250220971388,0.391347988202055,0.3,0.0242424242424242
"two-step+refitted",0.2,2500,1000,161,10,0.2,0.697033811694366,1.7481034981587,0.3,0.0242424242424242
"two-step oracle",0.2,2500,1000,161,10,0.2,0.601043727445482,0,NA,NA
"two-step",0.2,2500,1000,161,10,0.4,0.406867905810715,0.200263368014374,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,161,10,0.4,0.227611411809755,0.81108099748414,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,161,10,0.4,0.243313347392994,0,NA,NA
"two-step",0.2,2500,1000,161,10,0.6,0.223979482415633,0.109437660371002,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,161,10,0.6,0.125082036339693,0.445723014929284,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,161,10,0.6,0.133710816778691,0,NA,NA
"two-step",0.2,2500,1000,161,10,0.8,0.155166389271922,0.0712846874212482,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,161,10,0.8,0.0829453320455382,0.295754951775272,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,161,10,0.8,0.0913281289486848,0,NA,NA
"two-step",0.2,2500,1000,161,10,1,0.110917884538139,0.0650516171561329,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,161,10,1,0.0581282665020125,0.254779671037293,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,161,10,1,0.0692096186113464,0,NA,NA
"two-step",0.2,2500,1000,162,10,0.2,0.784938043652808,0.223350012359426,0.7,0.00808080808080808
"two-step+refitted",0.2,2500,1000,162,10,0.2,0.627995258806544,1.15067150643504,0.7,0.00808080808080808
"two-step oracle",0.2,2500,1000,162,10,0.2,0.474741536944179,0,NA,NA
"two-step",0.2,2500,1000,162,10,0.4,0.466996059008188,0.149469298893494,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,162,10,0.4,0.186982788338658,0.646691244923734,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,162,10,0.4,0.192183941410253,0,NA,NA
"two-step",0.2,2500,1000,162,10,0.6,0.265747144731115,0.0714729283401122,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,162,10,0.6,0.100160145538835,0.325298853796467,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,162,10,0.6,0.105613078990722,0,NA,NA
"two-step",0.2,2500,1000,162,10,0.8,0.179318530884998,0.0513806724125145,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,162,10,0.8,0.0672979883540459,0.228307259383437,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,162,10,0.8,0.0721366089079884,0,NA,NA
"two-step",0.2,2500,1000,162,10,1,0.138767694799457,0.0356463948506809,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,162,10,1,0.0518608890480696,0.168381125223048,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,162,10,1,0.0546660404402121,0,NA,NA
"two-step",0.2,2500,1000,163,10,0.2,0.927120852459891,0.0544051565688637,0.1,0.00202020202020202
"two-step+refitted",0.2,2500,1000,163,10,0.2,0.922888320219431,0.583342840227628,0.1,0.00202020202020202
"two-step oracle",0.2,2500,1000,163,10,0.2,0.359754755201297,0,NA,NA
"two-step",0.2,2500,1000,163,10,0.4,0.388614751927841,0.120088781884327,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,163,10,0.4,0.132696545267477,0.633484630188499,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,163,10,0.4,0.145635217092444,0,NA,NA
"two-step",0.2,2500,1000,163,10,0.6,0.207757466696433,0.0742370829574003,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,163,10,0.6,0.0717659197687632,0.357045492205469,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,163,10,0.6,0.0800326165326273,0,NA,NA
"two-step",0.2,2500,1000,163,10,0.8,0.144572544205838,0.0468824417420475,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,163,10,0.8,0.0498079020081529,0.237779374645179,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,163,10,0.8,0.0546644564657026,0,NA,NA
"two-step",0.2,2500,1000,163,10,1,0.109842432708197,0.0351300303372058,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,163,10,1,0.0377450695446188,0.180192273352548,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,163,10,1,0.041425420920576,0,NA,NA
"two-step",0.2,2500,1000,164,10,0.2,0.988051000586835,0.128367350568702,0.1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,164,10,0.2,0.905531826256435,0.756379151790763,0.1,0.00303030303030303
"two-step oracle",0.2,2500,1000,164,10,0.2,0.44298830874607,0,NA,NA
"two-step",0.2,2500,1000,164,10,0.4,0.388663062403369,0.161422750010286,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,164,10,0.4,0.188184168630149,0.748093007401893,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,164,10,0.4,0.179329661612258,0,NA,NA
"two-step",0.2,2500,1000,164,10,0.6,0.20064926498549,0.111663680368664,1,0.0545454545454545
"two-step+refitted",0.2,2500,1000,164,10,0.6,0.103694340544567,0.479273381165795,1,0.0545454545454545
"two-step oracle",0.2,2500,1000,164,10,0.6,0.0985491169462735,0,NA,NA
"two-step",0.2,2500,1000,164,10,0.8,0.139046642778859,0.0723727993562876,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,164,10,0.8,0.0724504225586439,0.321047962373716,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,164,10,0.8,0.0673117304723731,0,NA,NA
"two-step",0.2,2500,1000,164,10,1,0.105535605637991,0.0545327463639202,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,164,10,1,0.0549038481142381,0.243294692908259,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,164,10,1,0.0510096861469735,0,NA,NA
"two-step",0.2,2500,1000,165,10,0.2,0.725926498229201,0.37760564965393,0.6,0.0232323232323232
"two-step+refitted",0.2,2500,1000,165,10,0.2,0.639559506066684,1.69196773781355,0.6,0.0232323232323232
"two-step oracle",0.2,2500,1000,165,10,0.2,0.520421499836846,0,NA,NA
"two-step",0.2,2500,1000,165,10,0.4,0.449550222553575,0.198125484219949,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,165,10,0.4,0.238842843285723,0.843984862021531,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,165,10,0.4,0.210676014736501,0,NA,NA
"two-step",0.2,2500,1000,165,10,0.6,0.252624233636312,0.0998771032196503,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,165,10,0.6,0.123958104358173,0.410583232298896,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,165,10,0.6,0.115775243355631,0,NA,NA
"two-step",0.2,2500,1000,165,10,0.8,0.166623470404852,0.0781493635642253,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,165,10,0.8,0.0897314814529496,0.323640699406652,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,165,10,0.8,0.0790776438958491,0,NA,NA
"two-step",0.2,2500,1000,165,10,1,0.126959985637131,0.0579570386137115,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,165,10,1,0.0679997103143508,0.245258555147668,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,165,10,1,0.0599260451047956,0,NA,NA
"two-step",0.2,2500,1000,166,10,0.2,0.697429086507245,0.140712482346304,0.5,0.0121212121212121
"two-step+refitted",0.2,2500,1000,166,10,0.2,0.417459982707706,1.31535973178444,0.5,0.0121212121212121
"two-step oracle",0.2,2500,1000,166,10,0.2,0.374757000764094,0,NA,NA
"two-step",0.2,2500,1000,166,10,0.4,0.266251993484099,0.226135316760534,1,0.0636363636363636
"two-step+refitted",0.2,2500,1000,166,10,0.4,0.196076455235253,1.01005685510411,1,0.0636363636363636
"two-step oracle",0.2,2500,1000,166,10,0.4,0.15170839682898,0,NA,NA
"two-step",0.2,2500,1000,166,10,0.6,0.155611522062593,0.102429755350072,1,0.0464646464646465
"two-step+refitted",0.2,2500,1000,166,10,0.6,0.108196657368458,0.493589337280553,1,0.0464646464646465
"two-step oracle",0.2,2500,1000,166,10,0.6,0.0833700817054808,0,NA,NA
"two-step",0.2,2500,1000,166,10,0.8,0.0982745211943526,0.0891006730828907,1,0.0666666666666667
"two-step+refitted",0.2,2500,1000,166,10,0.8,0.0737226678109418,0.384639207515566,1,0.0666666666666667
"two-step oracle",0.2,2500,1000,166,10,0.8,0.0569440360615176,0,NA,NA
"two-step",0.2,2500,1000,166,10,1,0.0742792590946554,0.0680308557596252,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,166,10,1,0.0563398972271656,0.293481399999289,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,166,10,1,0.0431529153545116,0,NA,NA
"two-step",0.2,2500,1000,167,10,0.2,0.910287813214229,0.0712194887931918,0.3,0.00404040404040404
"two-step+refitted",0.2,2500,1000,167,10,0.2,0.859712827059478,0.833890557256483,0.3,0.00404040404040404
"two-step oracle",0.2,2500,1000,167,10,0.2,0.707252713740284,0,NA,NA
"two-step",0.2,2500,1000,167,10,0.4,0.50201823755506,0.189448221761136,1,0.0545454545454545
"two-step+refitted",0.2,2500,1000,167,10,0.4,0.261910738528331,0.870939794676185,1,0.0545454545454545
"two-step oracle",0.2,2500,1000,167,10,0.4,0.286308661708039,0,NA,NA
"two-step",0.2,2500,1000,167,10,0.6,0.285427088121102,0.0861655405648109,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,167,10,0.6,0.147356855519799,0.435321320376777,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,167,10,0.6,0.157338532464324,0,NA,NA
"two-step",0.2,2500,1000,167,10,0.8,0.197875353949348,0.053797057267035,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,167,10,0.8,0.101214652568709,0.295267428432781,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,167,10,0.8,0.107466502169991,0,NA,NA
"two-step",0.2,2500,1000,167,10,1,0.142496242174003,0.0544919799059834,1,0.0545454545454545
"two-step+refitted",0.2,2500,1000,167,10,1,0.0745004882519648,0.247734803005262,1,0.0545454545454545
"two-step oracle",0.2,2500,1000,167,10,1,0.0814394832599682,0,NA,NA
"two-step",0.2,2500,1000,168,10,0.2,0.861361155784679,0.154552524612888,0.3,0.00909090909090909
"two-step+refitted",0.2,2500,1000,168,10,0.2,0.689223932201734,1.12275576692383,0.3,0.00909090909090909
"two-step oracle",0.2,2500,1000,168,10,0.2,0.349661582597231,0,NA,NA
"two-step",0.2,2500,1000,168,10,0.4,0.439785347228918,0.115549253820797,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,168,10,0.4,0.151844495680635,0.607763806733616,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,168,10,0.4,0.14154931867945,0,NA,NA
"two-step",0.2,2500,1000,168,10,0.6,0.232424805983751,0.0747552893389887,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,168,10,0.6,0.0853706858481362,0.360054464532634,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,168,10,0.6,0.0777872452041318,0,NA,NA
"two-step",0.2,2500,1000,168,10,0.8,0.164188855593125,0.0443661081372599,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,168,10,0.8,0.0571372967287796,0.237462015770702,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,168,10,0.8,0.053130806704474,0,NA,NA
"two-step",0.2,2500,1000,168,10,1,0.125800710494407,0.0320898630163904,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,168,10,1,0.0431916597915592,0.172876185337758,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,168,10,1,0.0402632016100518,0,NA,NA
"two-step",0.2,2500,1000,169,10,0.2,0.780209664039987,0.226290189479937,0.4,0.0191919191919192
"two-step+refitted",0.2,2500,1000,169,10,0.2,0.724987563788746,1.61743089261489,0.4,0.0191919191919192
"two-step oracle",0.2,2500,1000,169,10,0.2,0.607922358679805,0,NA,NA
"two-step",0.2,2500,1000,169,10,0.4,0.436894881619514,0.171351251587245,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,169,10,0.4,0.222562988772656,0.891378674514029,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,169,10,0.4,0.246097941449434,0,NA,NA
"two-step",0.2,2500,1000,169,10,0.6,0.24189039348771,0.0909123529751495,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,169,10,0.6,0.12095317480032,0.482178194290102,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,169,10,0.6,0.13524106717257,0,NA,NA
"two-step",0.2,2500,1000,169,10,0.8,0.167296271020682,0.0584582823017147,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,169,10,0.8,0.0848255451768632,0.318055283783053,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,169,10,0.8,0.0923733316380627,0,NA,NA
"two-step",0.2,2500,1000,169,10,1,0.127337913470809,0.0433506044994542,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,169,10,1,0.062692039425595,0.238681054773585,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,169,10,1,0.0700016865134928,0,NA,NA
"two-step",0.2,2500,1000,16,10,0.2,0.881400033416336,0,0.2,0
"two-step+refitted",0.2,2500,1000,16,10,0.2,0.834992776944154,0,0.2,0
"two-step oracle",0.2,2500,1000,16,10,0.2,0.626905824018435,0,NA,NA
"two-step",0.2,2500,1000,16,10,0.4,0.463868302692937,0.0730624205754219,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,16,10,0.4,0.253505920880024,0.52385692619925,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,16,10,0.4,0.253782790796905,0,NA,NA
"two-step",0.2,2500,1000,16,10,0.6,0.252499844903319,0.0430521769120798,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,16,10,0.6,0.139312005589331,0.287881388799754,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,16,10,0.6,0.13946421191198,0,NA,NA
"two-step",0.2,2500,1000,16,10,0.8,0.172007391454411,0.029968920287174,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,16,10,0.8,0.0951254182277406,0.204160097567747,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,16,10,0.8,0.095257854495838,0,NA,NA
"two-step",0.2,2500,1000,16,10,1,0.129407447409151,0.0238815143197704,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,16,10,1,0.0717915135598157,0.163513136126763,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,16,10,1,0.072187614651521,0,NA,NA
"two-step",0.2,2500,1000,170,10,0.2,0.932145546308132,0.103738027362372,0.1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,170,10,0.2,0.931788926707332,0.855767491749998,0.1,0.00303030303030303
"two-step oracle",0.2,2500,1000,170,10,0.2,0.447370476690825,0,NA,NA
"two-step",0.2,2500,1000,170,10,0.4,0.598063489783929,0.104522065881303,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,170,10,0.4,0.21990181780686,0.532952154473579,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,170,10,0.4,0.18110364227754,0,NA,NA
"two-step",0.2,2500,1000,170,10,0.6,0.32524446592728,0.060231765740826,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,170,10,0.6,0.120122244456977,0.313456719156972,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,170,10,0.6,0.0995239931963656,0,NA,NA
"two-step",0.2,2500,1000,170,10,0.8,0.22319673836624,0.0402653110103838,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,170,10,0.8,0.0836900932127731,0.204664847059668,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,170,10,0.8,0.0679775974981149,0,NA,NA
"two-step",0.2,2500,1000,170,10,1,0.162175710157332,0.0368969407833967,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,170,10,1,0.0609939248341735,0.19305427674479,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,170,10,1,0.051514288654743,0,NA,NA
"two-step",0.2,2500,1000,171,10,0.2,0.726572916424313,0.145777865991152,0.6,0.0111111111111111
"two-step+refitted",0.2,2500,1000,171,10,0.2,0.384156098008328,1.18508935785314,0.6,0.0111111111111111
"two-step oracle",0.2,2500,1000,171,10,0.2,0.379958886981582,0,NA,NA
"two-step",0.2,2500,1000,171,10,0.4,0.406122255607763,0.0830209645668606,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,171,10,0.4,0.132167207637398,0.550230739051388,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,171,10,0.4,0.153814214243823,0,NA,NA
"two-step",0.2,2500,1000,171,10,0.6,0.22623916615105,0.0423266648175775,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,171,10,0.6,0.0715200143346253,0.296069100608145,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,171,10,0.6,0.0845273160682612,0,NA,NA
"two-step",0.2,2500,1000,171,10,0.8,0.160614930630523,0.0228425528503481,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,171,10,0.8,0.0502108620736998,0.193222774232664,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,171,10,0.8,0.0577344586440262,0,NA,NA
"two-step",0.2,2500,1000,171,10,1,0.113189742688511,0.0262314858322012,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,171,10,1,0.0362950419228999,0.160601131077654,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,171,10,1,0.0437519076486373,0,NA,NA
"two-step",0.2,2500,1000,172,10,0.2,0.881649632228961,0.11713379952769,0.4,0.00505050505050505
"two-step+refitted",0.2,2500,1000,172,10,0.2,0.75756177387896,0.980485060518476,0.4,0.00505050505050505
"two-step oracle",0.2,2500,1000,172,10,0.2,0.633806739153162,0,NA,NA
"two-step",0.2,2500,1000,172,10,0.4,0.484351916095413,0.0904658302933374,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,172,10,0.4,0.232733171196204,0.556846699808672,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,172,10,0.4,0.256576405778368,0,NA,NA
"two-step",0.2,2500,1000,172,10,0.6,0.263741703410559,0.0526028619069163,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,172,10,0.6,0.128945964095518,0.311454620862376,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,172,10,0.6,0.140999419679821,0,NA,NA
"two-step",0.2,2500,1000,172,10,0.8,0.177543827994039,0.039122852655842,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,172,10,0.8,0.089285486385638,0.237926151232307,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,172,10,0.8,0.0963064432066235,0,NA,NA
"two-step",0.2,2500,1000,172,10,1,0.132797311632178,0.0319587319098539,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,172,10,1,0.0687088778211677,0.187363528130623,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,172,10,1,0.0729822485237925,0,NA,NA
"two-step",0.2,2500,1000,173,10,0.2,0.777152880623743,0.199390988779613,0.3,0.00606060606060606
"two-step+refitted",0.2,2500,1000,173,10,0.2,0.744558409884129,1.04357013458206,0.3,0.00606060606060606
"two-step oracle",0.2,2500,1000,173,10,0.2,0.528116879625761,0,NA,NA
"two-step",0.2,2500,1000,173,10,0.4,0.455983535599709,0.155704225171864,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,173,10,0.4,0.218022788364169,0.87783497507799,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,173,10,0.4,0.213791243347004,0,NA,NA
"two-step",0.2,2500,1000,173,10,0.6,0.249563754284038,0.0872020620814759,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,173,10,0.6,0.118725631663814,0.485530425550396,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,173,10,0.6,0.117487191205702,0,NA,NA
"two-step",0.2,2500,1000,173,10,0.8,0.171396471734839,0.0581167226933117,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,173,10,0.8,0.0825515987570241,0.325605411469855,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,173,10,0.8,0.080246950895622,0,NA,NA
"two-step",0.2,2500,1000,173,10,1,0.129420106751478,0.0447580631423077,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,173,10,1,0.0614531846537401,0.251313866515559,1,0.0404040404040404
