"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step+refitted",0.2,2500,1000,200,10,0.4,0.312281046898665,0.748458324015949,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,200,10,0.4,0.348592524065134,0,NA,NA
"two-step",0.2,2500,1000,200,10,0.6,0.205786417155201,0.107232008447745,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,200,10,0.6,0.174353198362506,0.399970929988354,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,200,10,0.6,0.191566108539085,0,NA,NA
"two-step",0.2,2500,1000,200,10,0.8,0.138335591778621,0.0834821677995337,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,200,10,0.8,0.128996278610646,0.310550922363724,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,200,10,0.8,0.130844868682633,0,NA,NA
"two-step",0.2,2500,1000,200,10,1,0.104983885043374,0.0621327977720582,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,200,10,1,0.0898688833677343,0.221255205263635,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,200,10,1,0.0991559069809147,0,NA,NA
"two-step",0.2,2500,1000,201,10,0.2,0.913955147600584,0.202085707983068,0.5,0.0111111111111111
"two-step+refitted",0.2,2500,1000,201,10,0.2,1.18740067665769,1.24844821728706,0.5,0.0111111111111111
"two-step oracle",0.2,2500,1000,201,10,0.2,1.24381478078553,0,NA,NA
"two-step",0.2,2500,1000,201,10,0.4,0.453668465542184,0.0795433477078742,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,201,10,0.4,0.422579478328496,0.553327850940197,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,201,10,0.4,0.50351866932554,0,NA,NA
"two-step",0.2,2500,1000,201,10,0.6,0.251111847162846,0.035036146167753,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,201,10,0.6,0.221058319148552,0.248608150543349,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,201,10,0.6,0.276704477005502,0,NA,NA
"two-step",0.2,2500,1000,201,10,0.8,0.170180547007625,0.0322820792319323,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,201,10,0.8,0.160201801458728,0.211726115253054,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,201,10,0.8,0.188996692754213,0,NA,NA
"two-step",0.2,2500,1000,201,10,1,0.128987826832322,0.0226563572802243,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,201,10,1,0.120194114549206,0.157417008053909,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,201,10,1,0.143224099463093,0,NA,NA
"two-step",0.2,2500,1000,202,10,0.2,0.511782387753233,0.720410255374414,0.7,0.0646464646464646
"two-step+refitted",0.2,2500,1000,202,10,0.2,0.573455182886717,2.43873461584178,0.7,0.0646464646464646
"two-step oracle",0.2,2500,1000,202,10,0.2,0.899522617845453,0,NA,NA
"two-step",0.2,2500,1000,202,10,0.4,0.322870546685537,0.246103840047638,1,0.0454545454545455
"two-step+refitted",0.2,2500,1000,202,10,0.4,0.288520178060501,0.891229997082288,1,0.0454545454545455
"two-step oracle",0.2,2500,1000,202,10,0.4,0.364142988620632,0,NA,NA
"two-step",0.2,2500,1000,202,10,0.6,0.175859947947898,0.15256181752598,1,0.0545454545454545
"two-step+refitted",0.2,2500,1000,202,10,0.6,0.166536350187283,0.516994470748288,1,0.0545454545454545
"two-step oracle",0.2,2500,1000,202,10,0.6,0.200111736385988,0,NA,NA
"two-step",0.2,2500,1000,202,10,0.8,0.120388665086923,0.101230567742807,1,0.0525252525252525
"two-step+refitted",0.2,2500,1000,202,10,0.8,0.114114581902859,0.34825262091128,1,0.0525252525252525
"two-step oracle",0.2,2500,1000,202,10,0.8,0.136681765208673,0,NA,NA
"two-step",0.2,2500,1000,202,10,1,0.0913375596372782,0.0755351763988932,1,0.0525252525252525
"two-step+refitted",0.2,2500,1000,202,10,1,0.0864690002694999,0.263914460674745,1,0.0525252525252525
"two-step oracle",0.2,2500,1000,202,10,1,0.103579181464815,0,NA,NA
"two-step",0.2,2500,1000,203,10,0.2,0.633330979258998,0.362720525277341,0.5,0.0343434343434343
"two-step+refitted",0.2,2500,1000,203,10,0.2,0.728205373726859,2.10934304761533,0.5,0.0343434343434343
"two-step oracle",0.2,2500,1000,203,10,0.2,0.691087150232406,0,NA,NA
"two-step",0.2,2500,1000,203,10,0.4,0.327038015409963,0.104590572204891,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,203,10,0.4,0.30586625503656,0.727113748770044,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,203,10,0.4,0.279764549873923,0,NA,NA
"two-step",0.2,2500,1000,203,10,0.6,0.179088343341991,0.0642150818133446,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,203,10,0.6,0.163793995397698,0.42884780837432,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,203,10,0.6,0.15374227049265,0,NA,NA
"two-step",0.2,2500,1000,203,10,0.8,0.122922552234101,0.0381826539276756,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,203,10,0.8,0.115174760542336,0.264348851240265,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,203,10,0.8,0.10501015731327,0,NA,NA
"two-step",0.2,2500,1000,203,10,1,0.0932710829627954,0.0278327628710215,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,203,10,1,0.0863494744847108,0.190780436911022,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,203,10,1,0.0795780338613166,0,NA,NA
"two-step",0.2,2500,1000,204,10,0.2,0.470668105087352,0.00392098759891844,0.5,0.00101010101010101
"two-step+refitted",0.2,2500,1000,204,10,0.2,0.353878917631974,0.395175844624419,0.5,0.00101010101010101
"two-step oracle",0.2,2500,1000,204,10,0.2,0.636253342613409,0,NA,NA
"two-step",0.2,2500,1000,204,10,0.4,0.239086071744,0.0547309466685485,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,204,10,0.4,0.281588858296057,0.551520080837193,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,204,10,0.4,0.257566835010842,0,NA,NA
"two-step",0.2,2500,1000,204,10,0.6,0.131795627827682,0.0150995107856484,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,204,10,0.6,0.141884271887702,0.216970706273395,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,204,10,0.6,0.141543701787869,0,NA,NA
"two-step",0.2,2500,1000,204,10,0.8,0.0897287038004691,0.0189976796682921,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,204,10,0.8,0.105698099445068,0.207009247058861,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,204,10,0.8,0.0966782027078069,0,NA,NA
"two-step",0.2,2500,1000,204,10,1,0.067991482241553,0.0140740554130843,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,204,10,1,0.0779778103894998,0.154651937408381,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,204,10,1,0.0732639726058208,0,NA,NA
"two-step",0.2,2500,1000,205,10,0.2,0.683760772409298,0.0491863032421933,0.5,0.00202020202020202
"two-step+refitted",0.2,2500,1000,205,10,0.2,0.568568222385866,0.649958349625146,0.5,0.00202020202020202
"two-step oracle",0.2,2500,1000,205,10,0.2,1.12354266273171,0,NA,NA
"two-step",0.2,2500,1000,205,10,0.4,0.498612786079321,0.0319202313354249,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,205,10,0.4,0.440353840137735,0.38523687209535,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,205,10,0.4,0.454830345489111,0,NA,NA
"two-step",0.2,2500,1000,205,10,0.6,0.274220774622835,0.0168951006303938,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,205,10,0.6,0.242032925229784,0.211677195779239,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,205,10,0.6,0.249948215511808,0,NA,NA
"two-step",0.2,2500,1000,205,10,0.8,0.187693852384676,0.00999608222420816,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,205,10,0.8,0.165207661819031,0.144547170654065,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,205,10,0.8,0.17072143755234,0,NA,NA
"two-step",0.2,2500,1000,205,10,1,0.142208713317098,0.00765561369811796,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,205,10,1,0.125210823982211,0.109532836453477,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,205,10,1,0.129374878449741,0,NA,NA
"two-step",0.2,2500,1000,206,10,0.2,0.76930567413361,0.277563525327787,0.4,0.0161616161616162
"two-step+refitted",0.2,2500,1000,206,10,0.2,0.971995662759018,1.41172184853743,0.4,0.0161616161616162
"two-step oracle",0.2,2500,1000,206,10,0.2,1.04371311143075,0,NA,NA
"two-step",0.2,2500,1000,206,10,0.4,0.407100993533704,0.119122322501786,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,206,10,0.4,0.363162089657608,0.630485963799267,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,206,10,0.4,0.422513902506714,0,NA,NA
"two-step",0.2,2500,1000,206,10,0.6,0.221993065473191,0.0811644232359973,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,206,10,0.6,0.210981740694004,0.378478231445373,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,206,10,0.6,0.232188984327587,0,NA,NA
"two-step",0.2,2500,1000,206,10,0.8,0.151977564319525,0.0511026790412247,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,206,10,0.8,0.144154268883302,0.249568182807357,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,206,10,0.8,0.158591399050625,0,NA,NA
"two-step",0.2,2500,1000,206,10,1,0.115395011426996,0.0372380300433547,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,206,10,1,0.10820279493968,0.18722759037003,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,206,10,1,0.120182580872766,0,NA,NA
"two-step",0.2,2500,1000,207,10,0.2,0.736929176930373,0.445884068549911,0.6,0.0222222222222222
"two-step+refitted",0.2,2500,1000,207,10,0.2,0.788353548154316,1.82984198524926,0.6,0.0222222222222222
"two-step oracle",0.2,2500,1000,207,10,0.2,0.864111289432578,0,NA,NA
"two-step",0.2,2500,1000,207,10,0.4,0.362834083143374,0.213052384697777,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,207,10,0.4,0.334693447414663,0.823088264187443,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,207,10,0.4,0.349807843841091,0,NA,NA
"two-step",0.2,2500,1000,207,10,0.6,0.202080918554198,0.0986877248698538,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,207,10,0.6,0.186542952627511,0.40486425931672,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,207,10,0.6,0.19223397736598,0,NA,NA
"two-step",0.2,2500,1000,207,10,0.8,0.136917580322041,0.0748318676876436,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,207,10,0.8,0.122647452885918,0.284205726460931,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,207,10,0.8,0.131301041278186,0,NA,NA
"two-step",0.2,2500,1000,207,10,1,0.103977153575055,0.0546104759404433,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,207,10,1,0.0965513610979723,0.209566085156378,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,207,10,1,0.0995016003803351,0,NA,NA
"two-step",0.2,2500,1000,208,10,0.2,0.642590077848785,0.513628071895836,0.6,0.0292929292929293
"two-step+refitted",0.2,2500,1000,208,10,0.2,0.672145928917368,2.02765485509534,0.6,0.0292929292929293
"two-step oracle",0.2,2500,1000,208,10,0.2,0.996135797478723,0,NA,NA
"two-step",0.2,2500,1000,208,10,0.4,0.39784943777371,0.216608735346055,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,208,10,0.4,0.411411423555861,0.840664465104836,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,208,10,0.4,0.40325374723177,0,NA,NA
"two-step",0.2,2500,1000,208,10,0.6,0.219884413062416,0.111966656239055,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,208,10,0.6,0.227129964313845,0.456849399902243,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,208,10,0.6,0.221604726946352,0,NA,NA
"two-step",0.2,2500,1000,208,10,0.8,0.149815649100094,0.0891138646774627,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,208,10,0.8,0.161917973080521,0.342602580216462,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,208,10,0.8,0.151362063038567,0,NA,NA
"two-step",0.2,2500,1000,208,10,1,0.11344222678362,0.0546415984531632,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,208,10,1,0.118208919793435,0.221280697260543,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,208,10,1,0.114704098022332,0,NA,NA
"two-step",0.2,2500,1000,209,10,0.2,0.77300405234394,0.00724048489388387,0.4,0.00101010101010101
"two-step+refitted",0.2,2500,1000,209,10,0.2,0.817153176717961,0.415827664768617,0.4,0.00101010101010101
"two-step oracle",0.2,2500,1000,209,10,0.2,0.59170746914335,0,NA,NA
"two-step",0.2,2500,1000,209,10,0.4,0.30594646715777,0.0239467323391799,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,209,10,0.4,0.195759955776232,0.287706603491385,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,209,10,0.4,0.239533861548807,0,NA,NA
"two-step",0.2,2500,1000,209,10,0.6,0.167112384384935,0.0147435536113096,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,209,10,0.6,0.107575539400615,0.158109086241541,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,209,10,0.6,0.131633831916806,0,NA,NA
"two-step",0.2,2500,1000,209,10,0.8,0.110232543069787,0.0164166264516208,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,209,10,0.8,0.073476946303242,0.107993506369146,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,209,10,0.8,0.0899094917294961,0,NA,NA
"two-step",0.2,2500,1000,209,10,1,0.0842766483563083,0.0112616461856965,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,209,10,1,0.0556769335025913,0.0818400903486704,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,209,10,1,0.0681345572691473,0,NA,NA
"two-step",0.2,2500,1000,20,10,0.2,0.786092383968698,0.1152767746664,0.4,0.00404040404040404
"two-step+refitted",0.2,2500,1000,20,10,0.2,0.969469453527893,0.935846392884473,0.4,0.00404040404040404
"two-step oracle",0.2,2500,1000,20,10,0.2,1.08292097132043,0,NA,NA
"two-step",0.2,2500,1000,20,10,0.4,0.416314663537515,0.0578778763383019,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,20,10,0.4,0.382193255765267,0.466447544696149,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,20,10,0.4,0.438385951740838,0,NA,NA
"two-step",0.2,2500,1000,20,10,0.6,0.229971372659321,0.0274662876869615,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,20,10,0.6,0.209014991442882,0.234939777621703,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,20,10,0.6,0.240911336347261,0,NA,NA
"two-step",0.2,2500,1000,20,10,0.8,0.155613511026581,0.0244290819451129,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,20,10,0.8,0.143459175432357,0.175083777511434,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,20,10,0.8,0.164549002999055,0,NA,NA
"two-step",0.2,2500,1000,20,10,1,0.118294833733881,0.0171393565787235,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,20,10,1,0.108715420801648,0.132680703598809,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,20,10,1,0.124697328977809,0,NA,NA
"two-step",0.2,2500,1000,210,10,0.2,0.733936700211382,0.647276852440435,0.5,0.0494949494949495
"two-step+refitted",0.2,2500,1000,210,10,0.2,0.975934768180729,2.73439807094916,0.5,0.0494949494949495
"two-step oracle",0.2,2500,1000,210,10,0.2,0.796569359019175,0,NA,NA
"two-step",0.2,2500,1000,210,10,0.4,0.387360856496208,0.27884324703736,1,0.0484848484848485
"two-step+refitted",0.2,2500,1000,210,10,0.4,0.371946383183103,1.09615788171997,1,0.0484848484848485
"two-step oracle",0.2,2500,1000,210,10,0.4,0.322465651538186,0,NA,NA
"two-step",0.2,2500,1000,210,10,0.6,0.21264725169935,0.155875391457738,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,210,10,0.6,0.202995086914454,0.600621114983249,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,210,10,0.6,0.177208304074673,0,NA,NA
"two-step",0.2,2500,1000,210,10,0.8,0.146106304871351,0.0957922324743876,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,210,10,0.8,0.139931190766014,0.392113776527398,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,210,10,0.8,0.121038097255042,0,NA,NA
"two-step",0.2,2500,1000,210,10,1,0.110944028030821,0.0700424831818119,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,210,10,1,0.106056826442139,0.297155701694711,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,210,10,1,0.0917242107650178,0,NA,NA
"two-step",0.2,2500,1000,211,10,0.2,0.752475710110767,0.295116477751903,0.4,0.0101010101010101
"two-step+refitted",0.2,2500,1000,211,10,0.2,0.63293956489584,1.49973927517941,0.4,0.0101010101010101
"two-step oracle",0.2,2500,1000,211,10,0.2,0.654303013713306,0,NA,NA
"two-step",0.2,2500,1000,211,10,0.4,0.330685435250168,0.143446293534027,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,211,10,0.4,0.247087195672246,0.664249596421863,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,211,10,0.4,0.264873667599084,0,NA,NA
"two-step",0.2,2500,1000,211,10,0.6,0.175384053272248,0.098684766063279,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,211,10,0.6,0.133523421560269,0.415308228027103,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,211,10,0.6,0.145559110576197,0,NA,NA
"two-step",0.2,2500,1000,211,10,0.8,0.121490876815868,0.0610929235142697,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,211,10,0.8,0.0918491225496431,0.256218996576584,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,211,10,0.8,0.0994208362541192,0,NA,NA
"two-step",0.2,2500,1000,211,10,1,0.0925101454315931,0.0449589285569024,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,211,10,1,0.0696064192353099,0.194167662118398,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,211,10,1,0.07534237521755,0,NA,NA
"two-step",0.2,2500,1000,212,10,0.2,0.447754275633223,0.357030837594257,0.5,0.0141414141414141
"two-step+refitted",0.2,2500,1000,212,10,0.2,0.432419754052519,1.423401209429,0.5,0.0141414141414141
"two-step oracle",0.2,2500,1000,212,10,0.2,0.449326884561312,0,NA,NA
"two-step",0.2,2500,1000,212,10,0.4,0.185944687523851,0.176388821085398,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,212,10,0.4,0.205128155664708,0.665017914099127,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,212,10,0.4,0.181895631489135,0,NA,NA
"two-step",0.2,2500,1000,212,10,0.6,0.102134393970453,0.0974436397667581,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,212,10,0.6,0.112736477011513,0.365449412657671,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,212,10,0.6,0.0999592242492352,0,NA,NA
"two-step",0.2,2500,1000,212,10,0.8,0.069781222717894,0.0659959404114796,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,212,10,0.8,0.0770087939409152,0.249697493036572,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,212,10,0.8,0.0682748721590287,0,NA,NA
"two-step",0.2,2500,1000,212,10,1,0.0530009580067769,0.0496857625530839,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,212,10,1,0.0589783023510531,0.18533714956104,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,212,10,1,0.051739567176721,0,NA,NA
"two-step",0.2,2500,1000,213,10,0.2,0.636699437647247,0.0744069204097251,0.4,0.00404040404040404
"two-step+refitted",0.2,2500,1000,213,10,0.2,0.593085684222341,0.839561655839858,0.4,0.00404040404040404
"two-step oracle",0.2,2500,1000,213,10,0.2,0.37569221583816,0,NA,NA
"two-step",0.2,2500,1000,213,10,0.4,0.181526629281754,0.0599455983032003,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,213,10,0.4,0.148467175145222,0.457858296343736,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,213,10,0.4,0.152086988767995,0,NA,NA
"two-step",0.2,2500,1000,213,10,0.6,0.102304702537722,0.0239733327401606,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,213,10,0.6,0.0801189072222881,0.243859521284563,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,213,10,0.6,0.0835781337418115,0,NA,NA
"two-step",0.2,2500,1000,213,10,0.8,0.0672751520013563,0.0251500786405871,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,213,10,0.8,0.0555836363421854,0.171674247625655,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,213,10,0.8,0.0570861412678087,0,NA,NA
"two-step",0.2,2500,1000,213,10,1,0.0510618809025487,0.0184863613773504,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,213,10,1,0.0421222687671466,0.130093827915732,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,213,10,1,0.0432606044886652,0,NA,NA
"two-step",0.2,2500,1000,214,10,0.2,0.604851788560865,0.0718796837012481,0.5,0.00505050505050505
"two-step+refitted",0.2,2500,1000,214,10,0.2,0.359429793026362,0.928173826669147,0.5,0.00505050505050505
"two-step oracle",0.2,2500,1000,214,10,0.2,0.373958446107185,0,NA,NA
"two-step",0.2,2500,1000,214,10,0.4,0.200992535456036,0.0315070108343964,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,214,10,0.4,0.135603748420634,0.360553783565509,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,214,10,0.4,0.151385127493034,0,NA,NA
