"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step",0.2,2500,1000,497,10,0.6,0.231356574965717,0.13017713980927,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,497,10,0.6,0.197539544374321,0.548602936349562,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,497,10,0.6,0.226792664400972,0,NA,NA
"two-step",0.2,2500,1000,497,10,0.8,0.156073606421664,0.102356939728025,1,0.0464646464646465
"two-step+refitted",0.2,2500,1000,497,10,0.8,0.128478514229244,0.398200106311729,1,0.0464646464646465
"two-step oracle",0.2,2500,1000,497,10,0.8,0.15490556559317,0,NA,NA
"two-step",0.2,2500,1000,497,10,1,0.118483529876701,0.0758863206812557,1,0.0454545454545455
"two-step+refitted",0.2,2500,1000,497,10,1,0.0980646856809178,0.298882758145178,1,0.0454545454545455
"two-step oracle",0.2,2500,1000,497,10,1,0.117389409362613,0,NA,NA
"two-step",0.2,2500,1000,498,10,0.2,0.641248146244614,0.267045422172907,0.5,0.0131313131313131
"two-step+refitted",0.2,2500,1000,498,10,0.2,0.591903629018749,1.44774751406824,0.5,0.0131313131313131
"two-step oracle",0.2,2500,1000,498,10,0.2,0.659986565963324,0,NA,NA
"two-step",0.2,2500,1000,498,10,0.4,0.289195392761839,0.119608676083896,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,498,10,0.4,0.281676165799223,0.59482159488715,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,498,10,0.4,0.26717447211611,0,NA,NA
"two-step",0.2,2500,1000,498,10,0.6,0.157377630641645,0.0818994116412107,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,498,10,0.6,0.163539866400477,0.380993273983089,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,498,10,0.6,0.146823498471541,0,NA,NA
"two-step",0.2,2500,1000,498,10,0.8,0.107676946154801,0.0528557189604035,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,498,10,0.8,0.111851276691347,0.25015327805577,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,498,10,0.8,0.100284447617275,0,NA,NA
"two-step",0.2,2500,1000,498,10,1,0.0816226951119576,0.0398074085091403,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,498,10,1,0.0828997913565615,0.186887137222121,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,498,10,1,0.0759968309012545,0,NA,NA
"two-step",0.2,2500,1000,499,10,0.2,0.711113894483044,0,0.3,0
"two-step+refitted",0.2,2500,1000,499,10,0.2,0.82107483582762,0,0.3,0
"two-step oracle",0.2,2500,1000,499,10,0.2,0.450167835493902,0,NA,NA
"two-step",0.2,2500,1000,499,10,0.4,0.250765882880931,0.0939728595158594,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,499,10,0.4,0.219222904486636,0.6095268357208,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,499,10,0.4,0.182236063602573,0,NA,NA
"two-step",0.2,2500,1000,499,10,0.6,0.135128262744267,0.0685604265030346,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,499,10,0.6,0.122355668466736,0.381971542766617,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,499,10,0.6,0.100146305872303,0,NA,NA
"two-step",0.2,2500,1000,499,10,0.8,0.0932412434907387,0.0403153964591296,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,499,10,0.8,0.0834113995998579,0.257084044519335,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,499,10,0.8,0.0684026540020195,0,NA,NA
"two-step",0.2,2500,1000,499,10,1,0.0708721299027481,0.0292294013750931,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,499,10,1,0.0626033789194408,0.191455798803836,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,499,10,1,0.0518364018838468,0,NA,NA
"two-step",0.2,2500,1000,49,10,0.2,0.565776483623034,0.150230952784229,0.5,0.0111111111111111
"two-step+refitted",0.2,2500,1000,49,10,0.2,0.457611019788858,1.06506426826276,0.5,0.0111111111111111
"two-step oracle",0.2,2500,1000,49,10,0.2,0.426710134414013,0,NA,NA
"two-step",0.2,2500,1000,49,10,0.4,0.177999045642451,0.0879842820442615,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,49,10,0.4,0.210259758148108,0.555857239733428,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,49,10,0.4,0.172739962884326,0,NA,NA
"two-step",0.2,2500,1000,49,10,0.6,0.0975444227163929,0.0556009237901105,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,49,10,0.6,0.115551866191531,0.305471291803775,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,49,10,0.6,0.0949278030780515,0,NA,NA
"two-step",0.2,2500,1000,49,10,0.8,0.0667127725895565,0.0356611519737655,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,49,10,0.8,0.0789231099045362,0.208643605518848,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,49,10,0.8,0.0648382744881274,0,NA,NA
"two-step",0.2,2500,1000,49,10,1,0.0505440240313116,0.0269624424510613,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,49,10,1,0.0598101855575677,0.158113849746764,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,49,10,1,0.049135269718077,0,NA,NA
"two-step",0.2,2500,1000,4,10,0.2,0.713369271190829,0.306548395253258,0.4,0.0141414141414141
"two-step+refitted",0.2,2500,1000,4,10,0.2,0.750929465087257,1.27142685649228,0.4,0.0141414141414141
"two-step oracle",0.2,2500,1000,4,10,0.2,0.973801135097787,0,NA,NA
"two-step",0.2,2500,1000,4,10,0.4,0.397351058144777,0.132405482637226,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,4,10,0.4,0.381440786583137,0.513611229298158,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,4,10,0.4,0.394212272845374,0,NA,NA
"two-step",0.2,2500,1000,4,10,0.6,0.218214303058044,0.0734311369187888,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,4,10,0.6,0.209745113602929,0.291192070457261,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,4,10,0.6,0.216636060253624,0,NA,NA
"two-step",0.2,2500,1000,4,10,0.8,0.149180300229278,0.0492093711267595,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,4,10,0.8,0.14299082264178,0.196275719536962,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,4,10,0.8,0.147968328385315,0,NA,NA
"two-step",0.2,2500,1000,4,10,1,0.113130400976185,0.0375872925621016,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,4,10,1,0.107500429690273,0.147667075996672,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,4,10,1,0.112132282704053,0,NA,NA
"two-step",0.2,2500,1000,500,10,0.2,0.602170964485493,0.314178258966398,0.6,0.0202020202020202
"two-step+refitted",0.2,2500,1000,500,10,0.2,0.739906899616365,1.81078648396106,0.6,0.0202020202020202
"two-step oracle",0.2,2500,1000,500,10,0.2,0.60600067734769,0,NA,NA
"two-step",0.2,2500,1000,500,10,0.4,0.257154035116623,0.194183496352504,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,500,10,0.4,0.270349045875701,0.82629409392197,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,500,10,0.4,0.245320010167251,0,NA,NA
"two-step",0.2,2500,1000,500,10,0.6,0.141927352867272,0.0972095553495357,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,500,10,0.6,0.148832918114205,0.435600309807248,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,500,10,0.6,0.134813561537336,0,NA,NA
"two-step",0.2,2500,1000,500,10,0.8,0.0972991548877497,0.0635002246189132,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,500,10,0.8,0.101661985497,0.297527058248449,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,500,10,0.8,0.0920813336477615,0,NA,NA
"two-step",0.2,2500,1000,500,10,1,0.073858625975866,0.0477027465789874,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,500,10,1,0.0770429450584941,0.225469356671379,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,500,10,1,0.0697804067196701,0,NA,NA
"two-step",0.2,2500,1000,50,10,0.2,0.739219336393373,0.0676020832716997,0.3,0.00303030303030303
"two-step+refitted",0.2,2500,1000,50,10,0.2,0.826139717189788,0.768886784232943,0.3,0.00303030303030303
"two-step oracle",0.2,2500,1000,50,10,0.2,0.972380242410017,0,NA,NA
"two-step",0.2,2500,1000,50,10,0.4,0.405286276229724,0.0370985631397709,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,50,10,0.4,0.430597318231528,0.397006155443677,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,50,10,0.4,0.393637069843727,0,NA,NA
"two-step",0.2,2500,1000,50,10,0.6,0.223214536175488,0.00913038171149194,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,50,10,0.6,0.235311856701176,0.184818575292612,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,50,10,0.6,0.216319962250835,0,NA,NA
"two-step",0.2,2500,1000,50,10,0.8,0.152166537768758,0.0128364478485013,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,50,10,0.8,0.161655186099003,0.148981693454535,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,50,10,0.8,0.147752424841722,0,NA,NA
"two-step",0.2,2500,1000,50,10,1,0.115311369386749,0.00897873674623897,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,50,10,1,0.122483294769023,0.112924136727354,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,50,10,1,0.111968668250535,0,NA,NA
"two-step",0.2,2500,1000,51,10,0.2,0.882044320790079,0.243045791039819,0.4,0.00707070707070707
"two-step+refitted",0.2,2500,1000,51,10,0.2,1.01687534636151,1.30198498820873,0.4,0.00707070707070707
"two-step oracle",0.2,2500,1000,51,10,0.2,1.03168584460684,0,NA,NA
"two-step",0.2,2500,1000,51,10,0.4,0.547551730214466,0.10512991181305,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,51,10,0.4,0.442591262998888,0.560004415106889,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,51,10,0.4,0.417645047850576,0,NA,NA
"two-step",0.2,2500,1000,51,10,0.6,0.299423648309061,0.062061666216171,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,51,10,0.6,0.244641774767292,0.328521905710743,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,51,10,0.6,0.229513345938553,0,NA,NA
"two-step",0.2,2500,1000,51,10,0.8,0.206594672186473,0.036617610129865,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,51,10,0.8,0.16414664259315,0.203017064009821,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,51,10,0.8,0.156763865170411,0,NA,NA
"two-step",0.2,2500,1000,51,10,1,0.156990186210069,0.0264289355478072,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,51,10,1,0.1243786354764,0.153840053693368,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,51,10,1,0.118797652436094,0,NA,NA
"two-step",0.2,2500,1000,52,10,0.2,0.698403408666111,0.0189462945374345,0.5,0.00101010101010101
"two-step+refitted",0.2,2500,1000,52,10,0.2,0.75265656239634,0.4983509643835,0.5,0.00101010101010101
"two-step oracle",0.2,2500,1000,52,10,0.2,0.858958327804551,0,NA,NA
"two-step",0.2,2500,1000,52,10,0.4,0.371563585148807,0.0884395427912824,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,52,10,0.4,0.361622286238051,0.664514581787002,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,52,10,0.4,0.347721831982964,0,NA,NA
"two-step",0.2,2500,1000,52,10,0.6,0.203731977990597,0.0586889004018582,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,52,10,0.6,0.213239570683917,0.411158406713693,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,52,10,0.6,0.19108762698139,0,NA,NA
"two-step",0.2,2500,1000,52,10,0.8,0.139434485946112,0.0333808167620123,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,52,10,0.8,0.135934576389798,0.25538279865748,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,52,10,0.8,0.13051805274916,0,NA,NA
"two-step",0.2,2500,1000,52,10,1,0.105001751513476,0.0368303348224821,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,52,10,1,0.10864401887912,0.224211877261861,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,52,10,1,0.0989082417065667,0,NA,NA
"two-step",0.2,2500,1000,53,10,0.2,0.689134458035389,0.111246942176287,0.6,0.0101010101010101
"two-step+refitted",0.2,2500,1000,53,10,0.2,0.713623286696551,1.27809359602336,0.6,0.0101010101010101
"two-step oracle",0.2,2500,1000,53,10,0.2,1.0805037743741,0,NA,NA
"two-step",0.2,2500,1000,53,10,0.4,0.390647997010451,0.0308021807252138,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,53,10,0.4,0.356403375948203,0.442917813451284,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,53,10,0.4,0.437407426795871,0,NA,NA
"two-step",0.2,2500,1000,53,10,0.6,0.213561921175723,0.0219351928610592,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,53,10,0.6,0.199611412139466,0.274356592008692,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,53,10,0.6,0.240373596140932,0,NA,NA
"two-step",0.2,2500,1000,53,10,0.8,0.147066784079684,0.00956987234412224,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,53,10,0.8,0.135855028385069,0.136132968410165,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,53,10,0.8,0.164181711794891,0,NA,NA
"two-step",0.2,2500,1000,53,10,1,0.111709561142713,0.00627580397499596,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,53,10,1,0.103043732464725,0.103298278936542,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,53,10,1,0.124418991028129,0,NA,NA
"two-step",0.2,2500,1000,54,10,0.2,0.767132151578963,0.144263070193844,0.4,0.00303030303030303
"two-step+refitted",0.2,2500,1000,54,10,0.2,0.733133250934471,0.856672780201749,0.4,0.00303030303030303
"two-step oracle",0.2,2500,1000,54,10,0.2,0.580048204031791,0,NA,NA
"two-step",0.2,2500,1000,54,10,0.4,0.296267030717806,0.0931301351098565,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,54,10,0.4,0.289545144921095,0.551847517935112,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,54,10,0.4,0.234813980626846,0,NA,NA
"two-step",0.2,2500,1000,54,10,0.6,0.162690299250989,0.0516352688375884,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,54,10,0.6,0.159073108274821,0.303250559170283,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,54,10,0.6,0.129040060798469,0,NA,NA
"two-step",0.2,2500,1000,54,10,0.8,0.112759172693716,0.0307791668149698,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,54,10,0.8,0.103402045486707,0.191379666475577,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,54,10,0.8,0.0881378754245009,0,NA,NA
"two-step",0.2,2500,1000,54,10,1,0.0850520826286234,0.0225645063154648,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,54,10,1,0.0730099627520409,0.129879909772492,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,54,10,1,0.0667920038827438,0,NA,NA
"two-step",0.2,2500,1000,55,10,0.2,0.790137078119916,0.0338001784191865,0.4,0.00202020202020202
"two-step+refitted",0.2,2500,1000,55,10,0.2,0.760137410273974,0.641318952257213,0.4,0.00202020202020202
"two-step oracle",0.2,2500,1000,55,10,0.2,1.34107768574948,0,NA,NA
"two-step",0.2,2500,1000,55,10,0.4,0.450376085720098,0.055786242064838,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,55,10,0.4,0.423840182923984,0.325836723059022,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,55,10,0.4,0.542892448475558,0,NA,NA
"two-step",0.2,2500,1000,55,10,0.6,0.24694832090493,0.0332621887512599,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,55,10,0.6,0.234213136337375,0.203475679774906,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,55,10,0.6,0.29834200830505,0,NA,NA
"two-step",0.2,2500,1000,55,10,0.8,0.169061379909549,0.0200460290325349,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,55,10,0.8,0.15908744575175,0.12229991720577,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,55,10,0.8,0.203775715844969,0,NA,NA
"two-step",0.2,2500,1000,55,10,1,0.128202612540156,0.0147941881797312,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,55,10,1,0.120560218709502,0.0926800210710233,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,55,10,1,0.154423831279941,0,NA,NA
"two-step",0.2,2500,1000,56,10,0.2,0.658174506707504,0.311115706757138,0.6,0.0202020202020202
"two-step+refitted",0.2,2500,1000,56,10,0.2,0.636891222129441,1.56727070002672,0.6,0.0202020202020202
"two-step oracle",0.2,2500,1000,56,10,0.2,0.494078835469008,0,NA,NA
"two-step",0.2,2500,1000,56,10,0.4,0.284114746751687,0.120493713212952,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,56,10,0.4,0.186260984780979,0.589950215311103,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,56,10,0.4,0.200012028816818,0,NA,NA
"two-step",0.2,2500,1000,56,10,0.6,0.156114649118356,0.0662535237284875,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,56,10,0.6,0.100091793275901,0.33201767139567,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,56,10,0.6,0.109914939008522,0,NA,NA
"two-step",0.2,2500,1000,56,10,0.8,0.103961575953541,0.0533734427924933,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,56,10,0.8,0.0710609643346417,0.242751441194155,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,56,10,0.8,0.0750748964444071,0,NA,NA
"two-step",0.2,2500,1000,56,10,1,0.0795547460316598,0.0382609561989866,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,56,10,1,0.0538540896178218,0.183960937195147,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,56,10,1,0.056892712136069,0,NA,NA
"two-step",0.2,2500,1000,57,10,0.2,0.648594940141545,0.227714062363844,0.5,0.0111111111111111
"two-step+refitted",0.2,2500,1000,57,10,0.2,0.808969899300962,1.3865692557344,0.5,0.0111111111111111
"two-step oracle",0.2,2500,1000,57,10,0.2,0.725947835867263,0,NA,NA
"two-step",0.2,2500,1000,57,10,0.4,0.34384545054352,0.0705356425639189,0.9,0.00404040404040404
"two-step+refitted",0.2,2500,1000,57,10,0.4,0.346736098423206,0.399333817361952,0.9,0.00404040404040404
"two-step oracle",0.2,2500,1000,57,10,0.4,0.29387678451995,0,NA,NA
"two-step",0.2,2500,1000,57,10,0.6,0.205990597245569,0.0407982419246362,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,57,10,0.6,0.169309248950553,0.252587153858594,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,57,10,0.6,0.161497531111566,0,NA,NA
"two-step",0.2,2500,1000,57,10,0.8,0.143112833044,0.0251714857110019,1,0.00404040404040404
"two-step+refitted",0.2,2500,1000,57,10,0.8,0.110542316701752,0.149594582282622,1,0.00404040404040404
"two-step oracle",0.2,2500,1000,57,10,0.8,0.11030721150005,0,NA,NA
"two-step",0.2,2500,1000,57,10,1,0.106020006912919,0.0258445338063009,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,57,10,1,0.0891998675884536,0.152249308344623,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,57,10,1,0.0835922089489966,0,NA,NA
"two-step",0.2,2500,1000,58,10,0.2,0.599091530845647,0.0396332829723345,0.6,0.00202020202020202
"two-step+refitted",0.2,2500,1000,58,10,0.2,0.647226541296504,0.535397584577864,0.6,0.00202020202020202
"two-step oracle",0.2,2500,1000,58,10,0.2,0.729704595890656,0,NA,NA
"two-step",0.2,2500,1000,58,10,0.4,0.308578062961571,0.0208138334216989,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,58,10,0.4,0.251312585905151,0.336721281209601,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,58,10,0.4,0.29539758877246,0,NA,NA
"two-step",0.2,2500,1000,58,10,0.6,0.171695443584468,0.00611774281392266,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,58,10,0.6,0.137563225151261,0.149831529039182,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,58,10,0.6,0.162333276379718,0,NA,NA
"two-step",0.2,2500,1000,58,10,0.8,0.115403824757373,0.0089697071706695,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,58,10,0.8,0.0951587382814137,0.124921425928236,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,58,10,0.8,0.110878048276434,0,NA,NA
"two-step",0.2,2500,1000,58,10,1,0.0877236322434529,0.00604347561830096,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,58,10,1,0.0714823044718358,0.0957799231877298,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,58,10,1,0.0840247963241955,0,NA,NA
"two-step",0.2,2500,1000,59,10,0.2,0.672089391103772,0.245612091802155,0.4,0.0121212121212121
"two-step+refitted",0.2,2500,1000,59,10,0.2,0.583849903085887,1.34564277580602,0.4,0.0121212121212121
"two-step oracle",0.2,2500,1000,59,10,0.2,0.629651029900652,0,NA,NA
"two-step",0.2,2500,1000,59,10,0.4,0.253150675330652,0.134242136398882,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,59,10,0.4,0.236044171257507,0.601148569438281,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,59,10,0.4,0.254894099678413,0,NA,NA
"two-step",0.2,2500,1000,59,10,0.6,0.139399994796714,0.0712361850661903,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,59,10,0.6,0.12971114551897,0.330359562044216,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,59,10,0.6,0.140074922421007,0,NA,NA
"two-step",0.2,2500,1000,59,10,0.8,0.0957279579442144,0.0442948420980844,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,59,10,0.8,0.087712243185662,0.224169912923353,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,59,10,0.8,0.0956749864038029,0,NA,NA
"two-step",0.2,2500,1000,59,10,1,0.0726105517502103,0.0328571778356881,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,59,10,1,0.066471718900042,0.169878324152589,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,59,10,1,0.072503722520954,0,NA,NA
"two-step",0.2,2500,1000,5,10,0.2,0.783004469525242,0.217517107856196,0.4,0.0121212121212121
"two-step+refitted",0.2,2500,1000,5,10,0.2,0.76486038225922,1.14770814564685,0.4,0.0121212121212121
"two-step oracle",0.2,2500,1000,5,10,0.2,0.948918282095231,0,NA,NA
"two-step",0.2,2500,1000,5,10,0.4,0.401548093122459,0.125252578056014,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,5,10,0.4,0.343888599957144,0.542852978377852,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,5,10,0.4,0.384139244910334,0,NA,NA
"two-step",0.2,2500,1000,5,10,0.6,0.219705604464022,0.0723287222329366,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,5,10,0.6,0.190231683782639,0.30990151153887,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,5,10,0.6,0.211100511928556,0,NA,NA
"two-step",0.2,2500,1000,5,10,0.8,0.151418906440358,0.0443134259559519,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,5,10,0.8,0.125157923105236,0.191584027781643,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,5,10,0.8,0.144187398140379,0,NA,NA
"two-step",0.2,2500,1000,5,10,1,0.115403195596695,0.0324129347646177,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,5,10,1,0.0948659970811229,0.145185470808565,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,5,10,1,0.109267045637879,0,NA,NA
"two-step",0.2,2500,1000,60,10,0.2,0.763840082954208,0.144997935433961,0.5,0.00101010101010101
"two-step+refitted",0.2,2500,1000,60,10,0.2,0.905056809064066,0.597344089317603,0.5,0.00101010101010101
"two-step oracle",0.2,2500,1000,60,10,0.2,0.852786807331487,0,NA,NA
"two-step",0.2,2500,1000,60,10,0.4,0.370822593229091,0.0822019370392323,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,60,10,0.4,0.307422692407621,0.330928464902909,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,60,10,0.4,0.345223489123309,0,NA,NA
"two-step",0.2,2500,1000,60,10,0.6,0.206496155995514,0.0406483230314554,1,0.00101010101010101
"two-step+refitted",0.2,2500,1000,60,10,0.6,0.168803341246307,0.134904674999065,1,0.00101010101010101
"two-step oracle",0.2,2500,1000,60,10,0.6,0.189714683540606,0,NA,NA
"two-step",0.2,2500,1000,60,10,0.8,0.139894071285153,0.029628683960914,1,0.00202020202020202
"two-step+refitted",0.2,2500,1000,60,10,0.8,0.114422575077333,0.112225283026604,1,0.00202020202020202
"two-step oracle",0.2,2500,1000,60,10,0.8,0.129580294992384,0,NA,NA
"two-step",0.2,2500,1000,60,10,1,0.10669040270124,0.02131855681747,1,0.00101010101010101
"two-step+refitted",0.2,2500,1000,60,10,1,0.0873754704628137,0.0698276656172982,1,0.00101010101010101
"two-step oracle",0.2,2500,1000,60,10,1,0.0981975969419863,0,NA,NA
"two-step",0.2,2500,1000,61,10,0.2,0.611304426577586,0.247483548429737,0.6,0.0121212121212121
"two-step+refitted",0.2,2500,1000,61,10,0.2,0.679647910676932,1.22466146464845,0.6,0.0121212121212121
"two-step oracle",0.2,2500,1000,61,10,0.2,0.816506815836086,0,NA,NA
"two-step",0.2,2500,1000,61,10,0.4,0.338242815234163,0.130500701855605,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,61,10,0.4,0.320191023836984,0.617279866028804,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,61,10,0.4,0.330536693851935,0,NA,NA
"two-step",0.2,2500,1000,61,10,0.6,0.187588310047484,0.0554877676110615,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,61,10,0.6,0.178125527570925,0.292868526577438,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,61,10,0.6,0.181643677931425,0,NA,NA
"two-step",0.2,2500,1000,61,10,0.8,0.128066002917243,0.0383668991206156,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,61,10,0.8,0.123241267045791,0.207068151542479,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,61,10,0.8,0.124067578379185,0,NA,NA
"two-step",0.2,2500,1000,61,10,1,0.0960552100678271,0.0379916826268777,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,61,10,1,0.0916406088243014,0.174964740277666,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,61,10,1,0.0940199901224437,0,NA,NA
"two-step",0.2,2500,1000,62,10,0.2,0.564469263290368,0.100526952107134,0.5,0.00505050505050505
"two-step+refitted",0.2,2500,1000,62,10,0.2,0.373487700634297,0.886990833754819,0.5,0.00505050505050505
"two-step oracle",0.2,2500,1000,62,10,0.2,0.481277605547726,0,NA,NA
"two-step",0.2,2500,1000,62,10,0.4,0.255406429440294,0.070335903053037,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,62,10,0.4,0.19550541659846,0.456999285885736,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,62,10,0.4,0.194829859931817,0,NA,NA
