"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step",0.05,10000,1000,222,10,0.0445980664071691,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,222,10,0.214599612899821,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,222,10,0.0116305423841336,NA,NA
"glmnet",0.05,10000,1000,222,10,0.0481697066744786,1,0
"two-step",0.05,10000,1000,223,10,0.0806654759149087,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,223,10,0.365970777532466,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,223,10,0.0106272558257274,NA,NA
"glmnet",0.05,10000,1000,223,10,0.0367482180730899,1,0.00101010101010101
"two-step",0.05,10000,1000,224,10,0.0754323447777389,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,224,10,0.305934714388539,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,224,10,0.0153157469023787,NA,NA
"glmnet",0.05,10000,1000,224,10,0.039395957928642,1,0.00101010101010101
"two-step",0.05,10000,1000,225,10,0.0590539440273129,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,225,10,0.292548229296007,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,225,10,0.00835835319605204,NA,NA
"glmnet",0.05,10000,1000,225,10,0.0403814297197221,1,0
"two-step",0.05,10000,1000,226,10,0.0603308264567556,1,0.0242424242424242
"two-step+Adaptive Lasso",0.05,10000,1000,226,10,0.276402856614192,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,226,10,0.0125217092571946,NA,NA
"glmnet",0.05,10000,1000,226,10,0.0450336539015794,1,0.00101010101010101
"two-step",0.05,10000,1000,227,10,0.0565452327476681,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,227,10,0.304997342300383,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,227,10,0.00889128093811802,NA,NA
"glmnet",0.05,10000,1000,227,10,0.0454412325998597,1,0
"two-step",0.05,10000,1000,228,10,0.0514970512545469,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,228,10,0.235259679047916,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,228,10,0.0084642747778377,NA,NA
"glmnet",0.05,10000,1000,228,10,0.0447641387130198,1,0
"two-step",0.05,10000,1000,229,10,0.0419050369995675,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,229,10,0.204319778354703,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,229,10,0.00794953521878413,NA,NA
"glmnet",0.05,10000,1000,229,10,0.0544558809477325,1,0
"two-step",0.05,10000,1000,22,10,0.0626371467808725,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,22,10,0.348132685099974,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,22,10,0.011861889810387,NA,NA
"glmnet",0.05,10000,1000,22,10,0.0470297227210198,1,0
"two-step",0.05,10000,1000,230,10,0.0884324091526228,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,230,10,0.348859859829645,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,230,10,0.0156570199727269,NA,NA
"glmnet",0.05,10000,1000,230,10,0.0438402985730494,1,0
"two-step",0.05,10000,1000,231,10,0.0615230581824612,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,231,10,0.278578092359876,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,231,10,0.0103427438277268,NA,NA
"glmnet",0.05,10000,1000,231,10,0.0384723234672465,1,0.00101010101010101
"two-step",0.05,10000,1000,232,10,0.148448045488339,1,0.0434343434343434
"two-step+Adaptive Lasso",0.05,10000,1000,232,10,0.464164675097596,1,0.0404040404040404
"two-step oracle",0.05,10000,1000,232,10,0.00896502737358766,NA,NA
"glmnet",0.05,10000,1000,232,10,0.0319492902295875,1,0
"two-step",0.05,10000,1000,233,10,0.103959172745888,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,233,10,0.357672194027989,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,233,10,0.0121832894941699,NA,NA
"glmnet",0.05,10000,1000,233,10,0.0439867472029681,1,0
"two-step",0.05,10000,1000,234,10,0.0446777165355014,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,10000,1000,234,10,0.198887595797666,1,0
"two-step oracle",0.05,10000,1000,234,10,0.00712090869983059,NA,NA
"glmnet",0.05,10000,1000,234,10,0.0498807095361496,1,0
"two-step",0.05,10000,1000,235,10,0.138770559224738,1,0.0242424242424242
"two-step+Adaptive Lasso",0.05,10000,1000,235,10,0.420461947446804,1,0.0242424242424242
"two-step oracle",0.05,10000,1000,235,10,0.00914770428598298,NA,NA
"glmnet",0.05,10000,1000,235,10,0.0514958994966877,1,0
"two-step",0.05,10000,1000,236,10,0.0587772621551897,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,236,10,0.253647341965909,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,236,10,0.010195160046647,NA,NA
"glmnet",0.05,10000,1000,236,10,0.0529854878050258,1,0
"two-step",0.05,10000,1000,237,10,0.0389479387903181,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,237,10,0.18843953378974,1,0
"two-step oracle",0.05,10000,1000,237,10,0.0101967692561654,NA,NA
"glmnet",0.05,10000,1000,237,10,0.0427656511470994,1,0
"two-step",0.05,10000,1000,238,10,0.0528410271693157,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,238,10,0.243948970958368,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,238,10,0.00813762196025213,NA,NA
"glmnet",0.05,10000,1000,238,10,0.0469732104820094,1,0
"two-step",0.05,10000,1000,239,10,0.0523485684598929,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,239,10,0.287609617333427,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,239,10,0.010373615575215,NA,NA
"glmnet",0.05,10000,1000,239,10,0.0433043922685749,1,0.00101010101010101
"two-step",0.05,10000,1000,23,10,0.102568093100148,1,0.0353535353535354
"two-step+Adaptive Lasso",0.05,10000,1000,23,10,0.425525695281702,1,0.0343434343434343
"two-step oracle",0.05,10000,1000,23,10,0.0122682806926975,NA,NA
"glmnet",0.05,10000,1000,23,10,0.0434836157389423,1,0
"two-step",0.05,10000,1000,240,10,0.082526585982665,1,0.0292929292929293
"two-step+Adaptive Lasso",0.05,10000,1000,240,10,0.351665615599342,1,0.0282828282828283
"two-step oracle",0.05,10000,1000,240,10,0.00791719208632718,NA,NA
"glmnet",0.05,10000,1000,240,10,0.0406964369852676,1,0.00303030303030303
"two-step",0.05,10000,1000,241,10,0.0704780684075175,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,10000,1000,241,10,0.313267850839966,1,0.0242424242424242
"two-step oracle",0.05,10000,1000,241,10,0.0128109790566904,NA,NA
"glmnet",0.05,10000,1000,241,10,0.0497879571315941,1,0.00101010101010101
"two-step",0.05,10000,1000,242,10,0.0424302378048099,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,242,10,0.186053852635331,1,0
"two-step oracle",0.05,10000,1000,242,10,0.0134811346534722,NA,NA
"glmnet",0.05,10000,1000,242,10,0.0404387190405179,1,0
"two-step",0.05,10000,1000,243,10,0.0721763779208694,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,243,10,0.258179348251443,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,243,10,0.00743675939231648,NA,NA
"glmnet",0.05,10000,1000,243,10,0.0387146408173212,1,0
"two-step",0.05,10000,1000,244,10,0.0951835017977106,1,0.0292929292929293
"two-step+Adaptive Lasso",0.05,10000,1000,244,10,0.358332087342271,1,0.0282828282828283
"two-step oracle",0.05,10000,1000,244,10,0.00797978335548617,NA,NA
"glmnet",0.05,10000,1000,244,10,0.0464121234690857,1,0
"two-step",0.05,10000,1000,245,10,0.0802234190679618,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,245,10,0.332770165103884,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,245,10,0.00928940840614841,NA,NA
"glmnet",0.05,10000,1000,245,10,0.0462429546510901,1,0
"two-step",0.05,10000,1000,246,10,0.123953009639778,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,10000,1000,246,10,0.422615749763064,1,0.0272727272727273
"two-step oracle",0.05,10000,1000,246,10,0.00652142201987955,NA,NA
"glmnet",0.05,10000,1000,246,10,0.0393624413775837,1,0.00101010101010101
"two-step",0.05,10000,1000,247,10,0.0640826928273619,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,247,10,0.25546635207407,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,247,10,0.00950841256875548,NA,NA
"glmnet",0.05,10000,1000,247,10,0.0441614931471845,1,0
"two-step",0.05,10000,1000,248,10,0.0704099918051263,1,0.0373737373737374
"two-step+Adaptive Lasso",0.05,10000,1000,248,10,0.358734185581862,1,0.0353535353535354
"two-step oracle",0.05,10000,1000,248,10,0.0106849960034909,NA,NA
"glmnet",0.05,10000,1000,248,10,0.0457704126255063,1,0
"two-step",0.05,10000,1000,249,10,0.0879801783735715,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,249,10,0.353089334351796,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,249,10,0.0104808734875189,NA,NA
"glmnet",0.05,10000,1000,249,10,0.0394981978584176,1,0
"two-step",0.05,10000,1000,250,10,0.0690907270776494,1,0.0323232323232323
"two-step+Adaptive Lasso",0.05,10000,1000,250,10,0.320013698238634,1,0.0313131313131313
"two-step oracle",0.05,10000,1000,250,10,0.011357732443533,NA,NA
"glmnet",0.05,10000,1000,250,10,0.0521109055181752,1,0
"two-step",0.05,10000,1000,251,10,0.0912032756240475,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,251,10,0.325387626103691,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,251,10,0.00876964080168614,NA,NA
"glmnet",0.05,10000,1000,251,10,0.0439234593659282,1,0
"two-step",0.05,10000,1000,252,10,0.0409343311930879,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,252,10,0.240279469657339,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,252,10,0.00992812372226481,NA,NA
"glmnet",0.05,10000,1000,252,10,0.0492980410877114,1,0
"two-step",0.05,10000,1000,253,10,0.0845522546375253,1,0.0363636363636364
"two-step+Adaptive Lasso",0.05,10000,1000,253,10,0.406956522951556,1,0.0333333333333333
"two-step oracle",0.05,10000,1000,253,10,0.00953879962267059,NA,NA
"glmnet",0.05,10000,1000,253,10,0.0396230379809094,1,0
"two-step",0.05,10000,1000,254,10,0.0740572673262382,1,0.0282828282828283
"two-step+Adaptive Lasso",0.05,10000,1000,254,10,0.382519000882259,1,0.0272727272727273
"two-step oracle",0.05,10000,1000,254,10,0.00643873648781678,NA,NA
"glmnet",0.05,10000,1000,254,10,0.0493765741002173,1,0
"two-step",0.05,10000,1000,255,10,0.09320452449653,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,255,10,0.358990756758135,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,255,10,0.00693297457905593,NA,NA
"glmnet",0.05,10000,1000,255,10,0.0458917481668624,1,0
"two-step",0.05,10000,1000,256,10,0.0588460154126556,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,256,10,0.274569920940656,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,256,10,0.0124853759598622,NA,NA
"glmnet",0.05,10000,1000,256,10,0.0481275263068878,1,0
"two-step",0.05,10000,1000,257,10,0.0642634083051331,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,257,10,0.271722795814701,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,257,10,0.0119193025418524,NA,NA
"glmnet",0.05,10000,1000,257,10,0.0402584980886104,1,0.00202020202020202
"two-step",0.05,10000,1000,258,10,0.0682332416675363,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,258,10,0.25126160440281,1,0.00404040404040404
"two-step oracle",0.05,10000,1000,258,10,0.0129828922647803,NA,NA
"glmnet",0.05,10000,1000,258,10,0.0428335219455571,1,0
"two-step",0.05,10000,1000,259,10,0.0612069060842672,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,259,10,0.31241280049862,1,0.0222222222222222
"two-step oracle",0.05,10000,1000,259,10,0.00785618539299866,NA,NA
"glmnet",0.05,10000,1000,259,10,0.0405468926442396,1,0
"two-step",0.05,10000,1000,260,10,0.0663847567732009,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,260,10,0.323130987176069,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,260,10,0.014085779812627,NA,NA
"glmnet",0.05,10000,1000,260,10,0.0389187956234683,1,0
"two-step",0.05,10000,1000,261,10,0.0608720748051839,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,261,10,0.326224191484589,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,261,10,0.0115404103270178,NA,NA
"glmnet",0.05,10000,1000,261,10,0.0422202727523979,1,0
"two-step",0.05,10000,1000,262,10,0.0546030220985863,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,262,10,0.257040404911968,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,262,10,0.00866900793418861,NA,NA
"glmnet",0.05,10000,1000,262,10,0.0466094435050959,1,0
"two-step",0.05,10000,1000,263,10,0.0405078344123682,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,263,10,0.24925244897359,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,263,10,0.00682507438240277,NA,NA
"glmnet",0.05,10000,1000,263,10,0.0347737678489479,1,0
"two-step",0.05,10000,1000,264,10,0.0459710824866076,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,264,10,0.194266687915045,1,0
"two-step oracle",0.05,10000,1000,264,10,0.00932845161385104,NA,NA
"glmnet",0.05,10000,1000,264,10,0.0475605699239148,1,0
"two-step",0.05,10000,1000,265,10,0.0835526148633279,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,265,10,0.402388908199285,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,265,10,0.00867748548829698,NA,NA
"glmnet",0.05,10000,1000,265,10,0.0387317579852565,1,0
"two-step",0.05,10000,1000,266,10,0.0792255613513473,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,266,10,0.351639812441727,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,266,10,0.00633038829407881,NA,NA
"glmnet",0.05,10000,1000,266,10,0.0523731619857936,1,0
"two-step",0.05,10000,1000,267,10,0.0456524301354589,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,267,10,0.186566174424807,1,0
"two-step oracle",0.05,10000,1000,267,10,0.00913336326833693,NA,NA
"glmnet",0.05,10000,1000,267,10,0.0469025079425567,1,0
"two-step",0.05,10000,1000,268,10,0.0407718205239238,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,268,10,0.206602576580732,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,268,10,0.00609929862950766,NA,NA
"glmnet",0.05,10000,1000,268,10,0.0552773776215427,1,0
"two-step",0.05,10000,1000,269,10,0.0629192976139587,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,269,10,0.279258833821037,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,269,10,0.00833584079693292,NA,NA
"glmnet",0.05,10000,1000,269,10,0.0436509609994836,1,0
"two-step",0.05,10000,1000,270,10,0.0735776564745733,1,0.0222222222222222
"two-step+Adaptive Lasso",0.05,10000,1000,270,10,0.326360475913719,1,0.0222222222222222
"two-step oracle",0.05,10000,1000,270,10,0.00771340101112801,NA,NA
"glmnet",0.05,10000,1000,270,10,0.0533833918378971,1,0
"two-step",0.05,10000,1000,271,10,0.100920515561928,1,0.0262626262626263
"two-step+Adaptive Lasso",0.05,10000,1000,271,10,0.356526963600063,1,0.0242424242424242
"two-step oracle",0.05,10000,1000,271,10,0.0130009067588051,NA,NA
"glmnet",0.05,10000,1000,271,10,0.0519062313591013,1,0
"two-step",0.05,10000,1000,272,10,0.0757821037820883,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,272,10,0.317398381616057,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,272,10,0.00952658712850251,NA,NA
"glmnet",0.05,10000,1000,272,10,0.0432886310382896,1,0
"two-step",0.05,10000,1000,273,10,0.0755854732141424,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,273,10,0.37584451705219,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,273,10,0.00857897274364167,NA,NA
"glmnet",0.05,10000,1000,273,10,0.051768091625893,1,0
"two-step",0.05,10000,1000,274,10,0.0606736905102009,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,274,10,0.30421251262084,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,274,10,0.00973383457643155,NA,NA
"glmnet",0.05,10000,1000,274,10,0.0434561023038308,1,0.00101010101010101
"two-step",0.05,10000,1000,275,10,0.0556559571610101,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,10000,1000,275,10,0.262172291169077,1,0.00404040404040404
"two-step oracle",0.05,10000,1000,275,10,0.00991059763479049,NA,NA
"glmnet",0.05,10000,1000,275,10,0.0363226112569032,1,0
"two-step",0.05,10000,1000,276,10,0.0752476930390607,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,276,10,0.323704665759083,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,276,10,0.00871001020068821,NA,NA
"glmnet",0.05,10000,1000,276,10,0.0507783971366019,1,0
"two-step",0.05,10000,1000,277,10,0.0691103413215684,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,277,10,0.309213036432216,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,277,10,0.00959376661964059,NA,NA
"glmnet",0.05,10000,1000,277,10,0.0479312185101302,1,0
"two-step",0.05,10000,1000,278,10,0.0849449876636158,1,0.0282828282828283
"two-step+Adaptive Lasso",0.05,10000,1000,278,10,0.356261351039069,1,0.0282828282828283
"two-step oracle",0.05,10000,1000,278,10,0.0092142248299871,NA,NA
"glmnet",0.05,10000,1000,278,10,0.0427795962915581,1,0
"two-step",0.05,10000,1000,279,10,0.0595776540016489,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,279,10,0.311546881218564,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,279,10,0.00899526812196368,NA,NA
"glmnet",0.05,10000,1000,279,10,0.0484951577288019,1,0
"two-step",0.05,10000,1000,280,10,0.187103003170651,1,0.115151515151515
"two-step+Adaptive Lasso",0.05,10000,1000,280,10,0.556213566843115,1,0.112121212121212
"two-step oracle",0.05,10000,1000,280,10,0.0130589666524456,NA,NA
"glmnet",0.05,10000,1000,280,10,0.0432599234774638,1,0
"two-step",0.05,10000,1000,281,10,0.0484421751758079,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,281,10,0.272925645368391,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,281,10,0.00907457659809634,NA,NA
"glmnet",0.05,10000,1000,281,10,0.0509476849143988,1,0
"two-step",0.05,10000,1000,282,10,0.0902664271415193,1,0.0252525252525253
"two-step+Adaptive Lasso",0.05,10000,1000,282,10,0.378583264044427,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,282,10,0.0102724630811574,NA,NA
"glmnet",0.05,10000,1000,282,10,0.0387817258955111,1,0
"two-step",0.05,10000,1000,283,10,0.0596131250226568,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,283,10,0.252448450043645,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,283,10,0.0102868616649274,NA,NA
"glmnet",0.05,10000,1000,283,10,0.0429100435277414,1,0
"two-step",0.05,10000,1000,284,10,0.0720984719114479,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,284,10,0.32709626822692,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,284,10,0.0106758720483424,NA,NA
"glmnet",0.05,10000,1000,284,10,0.0457650180142047,1,0
"two-step",0.05,10000,1000,285,10,0.0820280497191006,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,285,10,0.334160577606629,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,285,10,0.00951880939867343,NA,NA
"glmnet",0.05,10000,1000,285,10,0.0384678523953634,1,0
"two-step",0.05,10000,1000,286,10,0.0676838485430242,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,10000,1000,286,10,0.283947028904521,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,286,10,0.0127056191280216,NA,NA
"glmnet",0.05,10000,1000,286,10,0.0496014216813028,1,0
"two-step",0.05,10000,1000,288,10,0.0589745570617538,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,288,10,0.259541973415755,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,288,10,0.011267312114428,NA,NA
"glmnet",0.05,10000,1000,288,10,0.0407621591014251,1,0
"two-step",0.05,10000,1000,289,10,0.055494943311739,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,289,10,0.263463110979649,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,289,10,0.00951732471745501,NA,NA
"glmnet",0.05,10000,1000,289,10,0.0530697170772938,1,0
"two-step",0.05,10000,1000,290,10,0.0412182893851387,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,290,10,0.27100710714994,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,290,10,0.0122947354413152,NA,NA
"glmnet",0.05,10000,1000,290,10,0.04379779605622,1,0
"two-step",0.05,10000,1000,291,10,0.108965682747306,1,0.0222222222222222
